t,soc_batt,V_batt,soc_fgic,V_fgic
655.250000,0.753299,3.911495,0.751991,3.911736
655.500000,0.753125,3.911408,0.751815,3.911585
655.750000,0.752951,3.911321,0.751432,3.911220
656.000000,0.752778,3.911234,0.751502,3.911394
656.250000,0.752604,3.911147,0.751022,3.911031
656.500000,0.752431,3.911060,0.750629,3.910764
656.750000,0.752257,3.910974,0.750389,3.910644
657.000000,0.752083,3.910887,0.750109,3.910461
657.250000,0.751910,3.910800,0.750814,3.911152
657.500000,0.751736,3.910713,0.750244,3.910656
657.750000,0.751562,3.910626,0.750992,3.910995
658.000000,0.751389,3.910539,0.750381,3.910878
658.250000,0.751215,3.910452,0.750080,3.910680
658.500000,0.751042,3.910365,0.749567,3.910313
658.750000,0.750868,3.910278,0.749493,3.910352
659.000000,0.750694,3.910192,0.749525,3.910448
659.250000,0.750521,3.910105,0.748797,3.909706
659.500000,0.750347,3.910018,0.749015,3.910077
659.750000,0.750174,3.909931,0.748965,3.910088
660.000000,0.750000,3.909844,0.748977,3.910154
660.250000,0.749826,3.909754,0.748672,3.909883
660.500000,0.749653,3.909663,0.748320,3.909619
660.750000,0.749479,3.909573,0.748443,3.909858
661.000000,0.749306,3.909483,0.747958,3.909448
661.250000,0.749132,3.909392,0.748185,3.909812
661.500000,0.748958,3.909302,0.747866,3.909586
661.750000,0.748785,3.909212,0.747452,3.909276
662.000000,0.748611,3.909121,0.746797,3.908696
662.250000,0.748437,3.909031,0.747329,3.909446
662.500000,0.748264,3.908941,0.747118,3.909341
662.750000,0.748090,3.908850,0.746807,3.909089
663.000000,0.747917,3.908760,0.746141,3.908422
663.250000,0.747743,3.908670,0.746580,3.909005
663.500000,0.747569,3.908580,0.745803,3.908228
663.750000,0.747396,3.908489,0.746172,3.908740
664.000000,0.747222,3.908399,0.745345,3.907915
664.250000,0.747049,3.908309,0.745305,3.907945
664.500000,0.746875,3.908218,0.745249,3.907992
664.750000,0.746701,3.908128,0.745282,3.908120
665.000000,0.746528,3.908038,0.745232,3.908171
665.250000,0.746354,3.907947,0.744574,3.907577
665.500000,0.746181,3.907857,0.745007,3.908199
665.750000,0.746007,3.907767,0.744582,3.907866
666.000000,0.745833,3.907676,0.743975,3.907295
666.250000,0.745660,3.907586,0.744418,3.907924
666.500000,0.745486,3.907496,0.743764,3.907317
666.750000,0.745312,3.907406,0.743599,3.907219
667.000000,0.745139,3.907315,0.743982,3.907722
667.250000,0.744965,3.907225,0.743553,3.907376
667.500000,0.744792,3.907135,0.742942,3.906827
667.750000,0.744618,3.907044,0.742855,3.906875
668.000000,0.744444,3.906954,0.743031,3.907140
668.250000,0.744271,3.906864,0.742902,3.907067
668.500000,0.744097,3.906774,0.742241,3.906430
668.750000,0.743924,3.906683,0.742347,3.906686
669.000000,0.743750,3.906593,0.742339,3.906744
669.250000,0.743576,3.906503,0.741917,3.906377
669.500000,0.743403,3.906412,0.741579,3.906141
669.750000,0.743229,3.906322,0.741412,3.906099
670.000000,0.743056,3.906232,0.741376,3.906157
670.250000,0.742882,3.906142,0.741341,3.906205
670.500000,0.742708,3.906051,0.741073,3.905972
670.750000,0.742535,3.905961,0.740685,3.905608
671.000000,0.742361,3.905871,0.740877,3.905940
671.250000,0.742187,3.905780,0.740912,3.906106
671.500000,0.742014,3.905690,0.740620,3.905848
671.750000,0.741840,3.905600,0.739936,3.905171
672.000000,0.741667,3.905510,0.739881,3.905201
672.250000,0.741493,3.905419,0.739812,3.905202
672.500000,0.741319,3.905329,0.740122,3.905657
672.750000,0.741146,3.905239,0.739613,3.905187
673.000000,0.740972,3.905148,0.739283,3.904913
673.250000,0.740799,3.905058,0.738965,3.904667
673.500000,0.740625,3.904968,0.739159,3.905037
673.750000,0.740451,3.904878,0.739183,3.905134
674.000000,0.740278,3.904787,0.738746,3.904783
674.250000,0.740104,3.904697,0.738252,3.904297
674.500000,0.739931,3.904607,0.738724,3.904979
674.750000,0.739757,3.904516,0.738425,3.904726
675.000000,0.739583,3.904426,0.737829,3.904178
675.250000,0.739410,3.904336,0.738024,3.904517
675.500000,0.739236,3.904246,0.737502,3.904065
675.750000,0.739062,3.904155,0.737765,3.904496
676.000000,0.738889,3.904065,0.737686,3.904504
676.250000,0.738715,3.903975,0.737343,3.904236
676.500000,0.738542,3.903885,0.737238,3.904184
676.750000,0.738368,3.903794,0.736945,3.903990
677.000000,0.738194,3.903704,0.736874,3.904018
677.250000,0.738021,3.903614,0.736348,3.903486
677.500000,0.737847,3.903523,0.736420,3.903663
677.750000,0.737674,3.903433,0.735687,3.902964
678.000000,0.737500,3.903343,0.735542,3.902942
678.250000,0.737326,3.903253,0.735505,3.903007
678.500000,0.737153,3.903162,0.735702,3.903298
678.750000,0.736979,3.903072,0.735708,3.903373
679.000000,0.736806,3.902982,0.735333,3.903048
679.250000,0.736632,3.902891,0.735184,3.902970
679.500000,0.736458,3.902801,0.735331,3.903201
679.750000,0.736285,3.902711,0.735039,3.902921
680.000000,0.736111,3.902621,0.734512,3.902404
680.250000,0.735937,3.902530,0.734495,3.902468
680.500000,0.735764,3.902440,0.734478,3.902550
680.750000,0.735590,3.902350,0.733820,3.901906
681.000000,0.735417,3.902260,0.734356,3.902633
681.250000,0.735243,3.902169,0.733951,3.902291
681.500000,0.735069,3.902079,0.733291,3.901626
681.750000,0.734896,3.901989,0.733598,3.902125
682.000000,0.734722,3.901898,0.733264,3.901877
682.250000,0.734549,3.901808,0.733094,3.901745
682.500000,0.734375,3.901718,0.732691,3.901428
682.750000,0.734201,3.901628,0.732320,3.901168
683.000000,0.734028,3.901537,0.732665,3.901636
683.250000,0.733854,3.901447,0.732160,3.901141
683.500000,0.733681,3.901357,0.732427,3.901513
683.750000,0.733507,3.901267,0.732510,3.901682
684.000000,0.733333,3.901176,0.732160,3.901399
684.250000,0.733160,3.901086,0.732116,3.901454
684.500000,0.732986,3.900996,0.731185,3.900533
684.750000,0.732812,3.900905,0.731018,3.900438
685.000000,0.732639,3.900815,0.730968,3.900533
685.250000,0.732465,3.900725,0.730811,3.900448
685.500000,0.732292,3.900635,0.730511,3.900202
685.750000,0.732118,3.900544,0.731001,3.900887
686.000000,0.731944,3.900454,0.730833,3.900745
686.250000,0.731771,3.900364,0.730438,3.900403
686.500000,0.731597,3.900273,0.730574,3.900653
686.750000,0.731424,3.900183,0.729975,3.900051
687.000000,0.731250,3.900093,0.729980,3.900165
687.250000,0.731076,3.900003,0.729664,3.899886
687.500000,0.730903,3.899912,0.729589,3.899913
687.750000,0.730729,3.899822,0.729135,3.899521
688.000000,0.730556,3.899732,0.729564,3.900136
688.250000,0.730382,3.899642,0.728817,3.899359
688.500000,0.730208,3.899551,0.728601,3.899236
688.750000,0.730035,3.899461,0.728878,3.899630
689.000000,0.729861,3.899371,0.728330,3.899153
689.250000,0.729687,3.899280,0.727914,3.898842
689.500000,0.729514,3.899190,0.728269,3.899323
689.750000,0.729340,3.899100,0.727968,3.899065
690.000000,0.729167,3.899010,0.728259,3.899494
690.250000,0.728993,3.898919,0.727580,3.898811
690.500000,0.728819,3.898829,0.727722,3.899047
690.750000,0.728646,3.898739,0.727383,3.898789
691.000000,0.728472,3.898649,0.726778,3.898223
691.250000,0.728299,3.898558,0.727348,3.898993
691.500000,0.728125,3.898468,0.726419,3.898006
691.750000,0.727951,3.898378,0.726258,3.897975
692.000000,0.727778,3.898287,0.726889,3.898758
692.250000,0.727604,3.898197,0.726451,3.898382
692.500000,0.727431,3.898107,0.725931,3.897870
692.750000,0.727257,3.898017,0.726286,3.898429
693.000000,0.727083,3.897926,0.726052,3.898273
693.250000,0.726910,3.897836,0.725245,3.897459
693.500000,0.726736,3.897746,0.725499,3.897819
693.750000,0.726562,3.897656,0.725697,3.898135
694.000000,0.726389,3.897565,0.725465,3.897935
694.250000,0.726215,3.897475,0.724613,3.897091
694.500000,0.726042,3.897385,0.724424,3.896959
694.750000,0.725868,3.897294,0.724419,3.897102
695.000000,0.725694,3.897204,0.724162,3.896893
695.250000,0.725521,3.897114,0.723993,3.896823
695.500000,0.725347,3.897024,0.724120,3.897081
695.750000,0.725174,3.896933,0.723542,3.896560
696.000000,0.725000,3.896843,0.723355,3.896469
696.250000,0.724826,3.896753,0.723737,3.896983
696.500000,0.724653,3.896663,0.723417,3.896759
696.750000,0.724479,3.896572,0.723591,3.897069
697.000000,0.724306,3.896482,0.723438,3.896966
697.250000,0.724132,3.896392,0.722522,3.896071
697.500000,0.723958,3.896301,0.722179,3.895840
697.750000,0.723785,3.896211,0.722429,3.896248
698.000000,0.723611,3.896121,0.721834,3.895676
698.250000,0.723437,3.896031,0.721871,3.895831
698.500000,0.723264,3.895940,0.722166,3.896255
698.750000,0.723090,3.895850,0.721851,3.896010
699.000000,0.722917,3.895760,0.721809,3.896022
699.250000,0.722743,3.895670,0.721092,3.895319
699.500000,0.722569,3.895579,0.721549,3.895988
699.750000,0.722396,3.895489,0.721491,3.895988
700.000000,0.722222,3.895399,0.720541,3.894994
700.250000,0.722049,3.895308,0.720699,3.895259
700.500000,0.721875,3.895218,0.720962,3.895685
700.750000,0.721701,3.895128,0.720337,3.895108
701.000000,0.721528,3.895038,0.719796,3.894642
701.250000,0.721354,3.894947,0.719861,3.894850
701.500000,0.721181,3.894857,0.719606,3.894699
701.750000,0.721007,3.894767,0.719833,3.895051
702.000000,0.720833,3.894677,0.719756,3.895011
702.250000,0.720660,3.894586,0.719335,3.894644
702.500000,0.720486,3.894496,0.718927,3.894247
702.750000,0.720312,3.894406,0.718610,3.894001
703.000000,0.720139,3.894315,0.718612,3.894103
703.250000,0.719965,3.894225,0.718540,3.894101
703.500000,0.719792,3.894135,0.718436,3.894111
703.750000,0.719618,3.894045,0.718471,3.894251
704.000000,0.719444,3.893954,0.718370,3.894239
704.250000,0.719271,3.893864,0.717738,3.893662
704.500000,0.719097,3.893774,0.717536,3.893507
704.750000,0.718924,3.893684,0.717661,3.893747
705.000000,0.718750,3.893593,0.717383,3.893552
705.250000,0.718576,3.893503,0.717611,3.893952
705.500000,0.718403,3.893413,0.717091,3.893472
705.750000,0.718229,3.893322,0.716718,3.893158
706.000000,0.718056,3.893232,0.716720,3.893301
706.250000,0.717882,3.893142,0.716133,3.892704
706.500000,0.717708,3.893052,0.716350,3.893018
706.750000,0.717535,3.892961,0.716236,3.892996
707.000000,0.717361,3.892871,0.715964,3.892776
707.250000,0.717187,3.892781,0.716316,3.893256
707.500000,0.717014,3.892691,0.715485,3.892426
707.750000,0.716840,3.892600,0.715308,3.892370
708.000000,0.716667,3.892510,0.715324,3.892529
708.250000,0.716493,3.892420,0.715517,3.892859
708.500000,0.716319,3.892330,0.715448,3.892830
708.750000,0.716146,3.892239,0.715144,3.892537
709.000000,0.715972,3.892149,0.714925,3.892372
709.250000,0.715799,3.892059,0.714184,3.891668
709.500000,0.715625,3.891968,0.714592,3.892198
709.750000,0.715451,3.891878,0.714182,3.891786
710.000000,0.715278,3.891788,0.714262,3.891980
710.250000,0.715104,3.891698,0.714218,3.892022
710.500000,0.714931,3.891607,0.714111,3.891995
710.750000,0.714757,3.891517,0.713262,3.891178
711.000000,0.714583,3.891427,0.713864,3.891934
711.250000,0.714410,3.891337,0.713590,3.891732
711.500000,0.714236,3.891246,0.713109,3.891266
711.750000,0.714062,3.891156,0.713065,3.891311
712.000000,0.713889,3.891066,0.712802,3.891156
712.250000,0.713715,3.890975,0.712625,3.891022
712.500000,0.713542,3.890885,0.712050,3.890465
712.750000,0.713368,3.890795,0.712375,3.890932
713.000000,0.713194,3.890705,0.711817,3.890362
713.250000,0.713021,3.890614,0.711680,3.890304
713.500000,0.712847,3.890524,0.711378,3.890084
713.750000,0.712674,3.890434,0.711402,3.890261
714.000000,0.712500,3.890344,0.710984,3.889886
714.250000,0.712326,3.890253,0.711380,3.890417
714.500000,0.712153,3.890163,0.711229,3.890378
714.750000,0.711979,3.890073,0.710922,3.890163
715.000000,0.711806,3.889982,0.710460,3.889737
715.250000,0.711632,3.889892,0.710901,3.890327
715.500000,0.711458,3.889802,0.710710,3.890192
715.750000,0.711285,3.889712,0.710303,3.889840
716.000000,0.711111,3.889621,0.709630,3.889202
716.250000,0.710937,3.889531,0.709566,3.889266
716.500000,0.710764,3.889441,0.709935,3.889821
716.750000,0.710590,3.889351,0.709639,3.889579
717.000000,0.710417,3.889260,0.709604,3.889641
717.250000,0.710243,3.889170,0.708668,3.888725
717.500000,0.710069,3.889080,0.708984,3.889229
717.750000,0.709896,3.888989,0.708539,3.888837
718.000000,0.709722,3.888899,0.708882,3.889361
718.250000,0.709549,3.888809,0.708168,3.888680
718.500000,0.709375,3.888719,0.708288,3.888945
718.750000,0.709201,3.888628,0.707495,3.888152
719.000000,0.709028,3.888538,0.707458,3.888188
719.250000,0.708854,3.888448,0.707690,3.888563
719.500000,0.708681,3.888358,0.707044,3.887920
719.750000,0.708507,3.888267,0.706872,3.887842
720.000000,0.708333,3.888177,0.706831,3.887864
720.250000,0.708160,3.888087,0.706920,3.888057
720.500000,0.707986,3.887997,0.706805,3.888047
720.750000,0.707812,3.887906,0.706682,3.887981
721.000000,0.707639,3.887816,0.706679,3.888039
721.250000,0.707465,3.887726,0.705878,3.887271
721.500000,0.707292,3.887635,0.706423,3.887995
721.750000,0.707118,3.887545,0.705704,3.887243
722.000000,0.706944,3.887455,0.706011,3.887669
722.250000,0.706771,3.887365,0.705330,3.886979
722.500000,0.706597,3.887274,0.705927,3.887752
722.750000,0.706424,3.887184,0.705365,3.887233
723.000000,0.706250,3.887094,0.705345,3.887348
723.250000,0.706076,3.887004,0.704969,3.886976
723.500000,0.705903,3.886913,0.704638,3.886736
723.750000,0.705729,3.886823,0.704481,3.886699
724.000000,0.705556,3.886733,0.704705,3.887089
724.250000,0.705382,3.886642,0.704325,3.886777
724.500000,0.705208,3.886552,0.704007,3.886480
724.750000,0.705035,3.886462,0.703561,3.886070
725.000000,0.704861,3.886372,0.703922,3.886590
725.250000,0.704687,3.886281,0.703917,3.886680
725.500000,0.704514,3.886191,0.703867,3.886678
725.750000,0.704340,3.886101,0.703689,3.886534
726.000000,0.704167,3.886011,0.702778,3.885611
726.250000,0.703993,3.885920,0.702700,3.885624
726.500000,0.703819,3.885830,0.702609,3.885587
726.750000,0.703646,3.885740,0.702531,3.885641
727.000000,0.703472,3.885650,0.702214,3.885390
727.250000,0.703299,3.885559,0.702562,3.885887
727.500000,0.703125,3.885469,0.701881,3.885197
727.750000,0.702951,3.885379,0.702071,3.885497
728.000000,0.702778,3.885288,0.701757,3.885247
728.250000,0.702604,3.885198,0.701461,3.884989
728.500000,0.702431,3.885108,0.701645,3.885288
728.750000,0.702257,3.885018,0.701203,3.884856
729.000000,0.702083,3.884927,0.700984,3.884729
729.250000,0.701910,3.884837,0.700936,3.884758
729.500000,0.701736,3.884747,0.701196,3.885129
729.750000,0.701562,3.884657,0.700573,3.884547
730.000000,0.701389,3.884566,0.700113,3.884117
730.250000,0.701215,3.884476,0.703324,3.884807
730.500000,0.701042,3.884386,0.702597,3.884154
730.750000,0.700868,3.884295,0.702200,3.883905
731.000000,0.700694,3.884205,0.702579,3.884520
731.250000,0.700521,3.884115,0.702257,3.884315
731.500000,0.700347,3.884025,0.701547,3.883654
731.750000,0.700174,3.883934,0.702029,3.884384
732.000000,0.700000,3.883844,0.701656,3.884130
732.250000,0.699826,3.883754,0.700784,3.883309
732.500000,0.699653,3.883663,0.701262,3.884020
732.750000,0.699479,3.883572,0.701106,3.883971
733.000000,0.699306,3.883482,0.700155,3.883050
733.250000,0.699132,3.883391,0.703502,3.883235
733.500000,0.698958,3.883300,0.703500,3.883449
733.750000,0.698785,3.883209,0.702705,3.882782
734.000000,0.698611,3.883117,0.703042,3.883428
734.250000,0.698437,3.883026,0.702178,3.882633
734.500000,0.698264,3.882935,0.702086,3.882789
734.750000,0.698090,3.882843,0.702182,3.883127
735.000000,0.697917,3.882751,0.701431,3.882462
735.250000,0.697743,3.882660,0.701720,3.883015
735.500000,0.697569,3.882568,0.701006,3.882392
735.750000,0.697396,3.882476,0.700489,3.882042
736.000000,0.697222,3.882384,0.700447,3.882247
736.250000,0.697049,3.882292,0.700664,3.882675
736.500000,0.696875,3.882200,0.700510,3.882656
736.750000,0.696701,3.882108,0.700159,3.882480
737.000000,0.696528,3.882016,0.703068,3.881558
737.250000,0.696354,3.881923,0.703018,3.881763
737.500000,0.696181,3.881831,0.702515,3.881474
737.750000,0.696007,3.881739,0.702501,3.881734
738.000000,0.695833,3.881646,0.701915,3.881363
738.250000,0.695660,3.881554,0.701882,3.881619
738.500000,0.695486,3.881461,0.701637,3.881602
738.750000,0.695312,3.881368,0.700959,3.881117
739.000000,0.695139,3.881276,0.700469,3.880854
739.250000,0.694965,3.881183,0.700266,3.880931
739.500000,0.694792,3.881090,0.700396,3.881288
739.750000,0.694618,3.880997,0.699617,3.880701
740.000000,0.694444,3.880905,0.699861,3.881216
740.250000,0.694271,3.880812,0.699086,3.880678
740.500000,0.694097,3.880719,0.699070,3.880977
740.750000,0.693924,3.880626,0.698084,3.880170
741.000000,0.693750,3.880533,0.698236,3.880592
741.250000,0.693576,3.880440,0.698264,3.880881
741.500000,0.693403,3.880347,0.697291,3.880101
741.750000,0.693229,3.880254,0.697015,3.880054
742.000000,0.693056,3.880161,0.696543,3.879835
742.250000,0.692882,3.880068,0.696267,3.879790
742.500000,0.692708,3.879975,0.695928,3.879693
742.750000,0.692535,3.879881,0.695720,3.879744
743.000000,0.692361,3.879788,0.695545,3.879789
743.250000,0.692187,3.879695,0.695622,3.880142
743.500000,0.692014,3.879602,0.695149,3.879860
743.750000,0.691840,3.879509,0.694398,3.879294
744.000000,0.691667,3.879415,0.694174,3.879318
744.250000,0.691493,3.879322,0.693549,3.878879
744.500000,0.691319,3.879229,0.693302,3.878837
744.750000,0.691146,3.879135,0.693451,3.879225
745.000000,0.690972,3.879042,0.693413,3.879373
745.250000,0.690799,3.878949,0.693283,3.879415
745.500000,0.690625,3.878855,0.692624,3.878835
745.750000,0.690451,3.878762,0.692408,3.878841
746.000000,0.690278,3.878668,0.692341,3.878989
746.250000,0.690104,3.878575,0.692131,3.878910
746.500000,0.689931,3.878482,0.691901,3.878843
746.750000,0.689757,3.878388,0.691732,3.878854
747.000000,0.689583,3.878295,0.690968,3.878183
747.250000,0.689410,3.878201,0.691115,3.878517
747.500000,0.689236,3.878108,0.690522,3.878049
747.750000,0.689062,3.878014,0.689897,3.877582
748.000000,0.688889,3.877921,0.689595,3.877471
748.250000,0.688715,3.877827,0.689437,3.877464
748.500000,0.688542,3.877734,0.689367,3.877595
748.750000,0.688368,3.877640,0.689046,3.877413
749.000000,0.688194,3.877547,0.689238,3.877849
749.250000,0.688021,3.877453,0.688425,3.877147
749.500000,0.687847,3.877360,0.688624,3.877596
749.750000,0.687674,3.877266,0.688240,3.877361
750.000000,0.687500,3.877172,0.688373,3.877654
750.250000,0.687500,3.910579,0.687956,3.910183
750.500000,0.687500,3.911455,0.688055,3.911270
750.750000,0.687500,3.912296,0.687779,3.911901
751.000000,0.687500,3.913103,0.687934,3.913015
751.250000,0.687500,3.913878,0.688356,3.914361
751.500000,0.687500,3.914622,0.687491,3.914216
751.750000,0.687500,3.915337,0.687439,3.914974
752.000000,0.687500,3.916023,0.687375,3.915683
752.250000,0.687500,3.916681,0.687396,3.916442
752.500000,0.687500,3.917313,0.687121,3.916833
752.750000,0.687500,3.917920,0.687250,3.917676
753.000000,0.687500,3.918503,0.687795,3.918929
753.250000,0.687500,3.919062,0.687371,3.919062
753.500000,0.687500,3.919599,0.687348,3.919646
753.750000,0.687500,3.920115,0.687586,3.920493
754.000000,0.687500,3.920610,0.687056,3.920429
754.250000,0.687500,3.921085,0.687365,3.921305
754.500000,0.687500,3.921541,0.686716,3.921078
754.750000,0.687500,3.921979,0.687195,3.922127
755.000000,0.687500,3.922399,0.686915,3.922258
755.250000,0.687500,3.922803,0.687086,3.922905
755.500000,0.687500,3.923190,0.686899,3.923124
755.750000,0.687500,3.923562,0.687264,3.923957
756.000000,0.687500,3.923919,0.686550,3.923531
756.250000,0.687500,3.924262,0.686797,3.924197
756.500000,0.687500,3.924592,0.686497,3.924221
756.750000,0.687500,3.924908,0.687206,3.925394
757.000000,0.687500,3.925211,0.686496,3.924900
757.250000,0.687500,3.925502,0.686702,3.925468
757.500000,0.687500,3.925782,0.686623,3.925682
757.750000,0.687500,3.926050,0.687095,3.926515
758.000000,0.687500,3.926308,0.686456,3.926061
758.250000,0.687500,3.926555,0.686703,3.926626
758.500000,0.687500,3.926793,0.686194,3.926305
758.750000,0.687500,3.927021,0.687011,3.927502
759.000000,0.687500,3.927240,0.686542,3.927189
759.250000,0.687500,3.927450,0.686563,3.927450
759.500000,0.687500,3.927652,0.686337,3.927414
759.750000,0.687500,3.927846,0.686862,3.928232
760.000000,0.687500,3.928032,0.686627,3.928154
760.250000,0.687500,3.928210,0.686489,3.928191
760.500000,0.687500,3.928382,0.686671,3.928588
760.750000,0.687500,3.928546,0.686234,3.928261
761.000000,0.687500,3.928704,0.686462,3.928702
761.250000,0.687500,3.928856,0.686094,3.928447
761.500000,0.687500,3.929002,0.686750,3.929366
761.750000,0.687500,3.929141,0.686105,3.928768
762.000000,0.687500,3.929276,0.686486,3.929364
762.250000,0.687500,3.929404,0.686207,3.929181
762.500000,0.687500,3.929528,0.686675,3.929857
762.750000,0.687500,3.929647,0.686470,3.929742
763.000000,0.687500,3.929761,0.686086,3.929428
763.250000,0.687500,3.929870,0.686771,3.930338
763.500000,0.687500,3.929975,0.686702,3.930357
763.750000,0.687500,3.930076,0.685938,3.929587
764.000000,0.687500,3.930173,0.686589,3.930453
764.250000,0.687500,3.930266,0.686179,3.930073
764.500000,0.687500,3.930355,0.686397,3.930425
764.750000,0.687500,3.930441,0.686548,3.930687
765.000000,0.687500,3.930523,0.686151,3.930315
765.250000,0.687500,3.930602,0.686406,3.930700
765.500000,0.687500,3.930678,0.686424,3.930797
765.750000,0.687500,3.930751,0.686402,3.930848
766.000000,0.687500,3.930821,0.685959,3.930414
766.250000,0.687500,3.930888,0.685959,3.930497
766.500000,0.687500,3.930952,0.686391,3.931068
766.750000,0.687500,3.931014,0.685900,3.930565
767.000000,0.687500,3.931074,0.686632,3.931479
767.250000,0.687500,3.931131,0.686227,3.931061
767.500000,0.687500,3.931185,0.686284,3.931189
767.750000,0.687500,3.931238,0.686486,3.931475
768.000000,0.687500,3.931288,0.686369,3.931388
768.250000,0.687500,3.931337,0.686533,3.931626
768.500000,0.687500,3.931383,0.686294,3.931393
768.750000,0.687500,3.931428,0.686063,3.931178
769.000000,0.687500,3.931471,0.685915,3.931061
769.250000,0.687500,3.931512,0.686600,3.931898
769.500000,0.687500,3.931551,0.686494,3.931805
769.750000,0.687500,3.931589,0.686076,3.931361
770.000000,0.687500,3.931626,0.686448,3.931834
770.250000,0.687500,3.931661,0.686604,3.932041
770.500000,0.687500,3.931694,0.686170,3.931570
770.750000,0.687500,3.931726,0.686140,3.931576
771.000000,0.687500,3.931757,0.686496,3.932018
771.250000,0.687500,3.931787,0.686257,3.931768
771.500000,0.687500,3.931815,0.686280,3.931826
771.750000,0.687500,3.931843,0.686375,3.931963
772.000000,0.687500,3.931869,0.685928,3.931475
772.250000,0.687500,3.931894,0.686286,3.931923
772.500000,0.687500,3.931918,0.686370,3.932040
772.750000,0.687500,3.931942,0.686413,3.932111
773.000000,0.687500,3.931964,0.686056,3.931721
773.250000,0.687500,3.931985,0.686694,3.932481
773.500000,0.687500,3.932006,0.686248,3.931976
773.750000,0.687500,3.932026,0.686501,3.932291
774.000000,0.687500,3.932045,0.686694,3.932523
774.250000,0.687500,3.932063,0.686474,3.932279
774.500000,0.687500,3.932080,0.685866,3.931598
774.750000,0.687500,3.932097,0.686518,3.932377
775.000000,0.687500,3.932113,0.686214,3.932034
775.250000,0.687500,3.932129,0.686223,3.932065
775.500000,0.687500,3.932144,0.686323,3.932196
775.750000,0.687500,3.932158,0.686156,3.932017
776.000000,0.687500,3.932171,0.686394,3.932308
776.250000,0.687500,3.932185,0.686614,3.932568
776.500000,0.687500,3.932197,0.686148,3.932039
776.750000,0.687500,3.932209,0.685922,3.931800
777.000000,0.687500,3.932221,0.686713,3.932727
777.250000,0.687500,3.932232,0.686576,3.932564
777.500000,0.687500,3.932243,0.686579,3.932573
777.750000,0.687500,3.932253,0.686470,3.932452
778.000000,0.687500,3.932263,0.686131,3.932072
778.250000,0.687500,3.932272,0.685877,3.931798
778.500000,0.687500,3.932282,0.686010,3.931971
778.750000,0.687500,3.932290,0.686322,3.932342
779.000000,0.687500,3.932299,0.686353,3.932382
779.250000,0.687500,3.932307,0.686531,3.932592
779.500000,0.687500,3.932314,0.686522,3.932582
779.750000,0.687500,3.932322,0.686404,3.932449
780.000000,0.687500,3.932329,0.686628,3.932711
780.250000,0.687500,3.932336,0.685991,3.931981
780.500000,0.687500,3.932342,0.685918,3.931916
780.750000,0.687500,3.932349,0.686645,3.932764
781.000000,0.687500,3.932355,0.686431,3.932511
781.250000,0.687500,3.932361,0.686518,3.932615
781.500000,0.687500,3.932366,0.686709,3.932833
781.750000,0.687500,3.932371,0.686102,3.932134
782.000000,0.687500,3.932377,0.686165,3.932222
782.250000,0.687500,3.932382,0.686058,3.932106
782.500000,0.687500,3.932386,0.686441,3.932556
782.750000,0.687500,3.932391,0.685942,3.931983
783.000000,0.687500,3.932395,0.686651,3.932812
783.250000,0.687500,3.932399,0.686462,3.932585
783.500000,0.687500,3.932403,0.686518,3.932652
783.750000,0.687500,3.932407,0.686508,3.932639
784.000000,0.687500,3.932411,0.686317,3.932420
784.250000,0.687500,3.932415,0.686230,3.932326
784.500000,0.687500,3.932418,0.686323,3.932438
784.750000,0.687500,3.932421,0.686595,3.932753
785.000000,0.687500,3.932424,0.686022,3.932091
785.250000,0.687500,3.932427,0.686168,3.932274
785.500000,0.687500,3.932430,0.685916,3.931990
785.750000,0.687500,3.932433,0.686383,3.932538
786.000000,0.687500,3.932436,0.686731,3.932934
786.250000,0.687500,3.932438,0.686237,3.932357
786.500000,0.687500,3.932441,0.686223,3.932350
786.750000,0.687500,3.932443,0.686337,3.932485
787.000000,0.687500,3.932445,0.686384,3.932540
787.250000,0.687500,3.932448,0.686148,3.932270
787.500000,0.687500,3.932450,0.686163,3.932295
787.750000,0.687500,3.932452,0.686325,3.932486
788.000000,0.687500,3.932454,0.685882,3.931978
788.250000,0.687500,3.932456,0.686618,3.932836
788.500000,0.687500,3.932457,0.686741,3.932965
788.750000,0.687500,3.932459,0.685915,3.932009
789.000000,0.687500,3.932461,0.686516,3.932715
789.250000,0.687500,3.932462,0.685933,3.932040
789.500000,0.687500,3.932464,0.686090,3.932235
789.750000,0.687500,3.932465,0.686437,3.932635
790.000000,0.687500,3.932467,0.686285,3.932457
790.250000,0.687500,3.932468,0.686197,3.932359
790.500000,0.687500,3.932469,0.686250,3.932424
790.750000,0.687500,3.932470,0.686366,3.932558
791.000000,0.687500,3.932472,0.686263,3.932439
791.250000,0.687500,3.932473,0.686580,3.932803
791.500000,0.687500,3.932474,0.686212,3.932374
791.750000,0.687500,3.932475,0.686448,3.932650
792.000000,0.687500,3.932476,0.685912,3.932033
792.250000,0.687500,3.932477,0.685899,3.932032
792.500000,0.687500,3.932478,0.686274,3.932471
792.750000,0.687500,3.932479,0.686305,3.932504
793.000000,0.687500,3.932480,0.686274,3.932468
793.250000,0.687500,3.932480,0.686225,3.932413
793.500000,0.687500,3.932481,0.686677,3.932933
793.750000,0.687500,3.932482,0.685887,3.932016
794.000000,0.687500,3.932483,0.685921,3.932072
794.250000,0.687500,3.932483,0.686287,3.932499
794.500000,0.687500,3.932484,0.686579,3.932829
