t,soc_batt,V_batt,soc_fgic,V_fgic
2674.750000,0.062500,3.345000,0.062530,3.344831
2675.000000,0.062500,3.345000,0.062518,3.344785
2675.250000,0.062500,3.345000,0.062575,3.344998
2675.500000,0.062500,3.345000,0.062588,3.345049
2675.750000,0.062500,3.345000,0.062463,3.344582
2676.000000,0.062500,3.345000,0.062497,3.344708
2676.250000,0.062500,3.345000,0.062558,3.344936
2676.500000,0.062500,3.345000,0.062570,3.344981
2676.750000,0.062500,3.345000,0.062698,3.345460
2677.000000,0.062500,3.345000,0.062688,3.345420
2677.250000,0.062500,3.345000,0.062699,3.345460
2677.500000,0.062500,3.345000,0.062565,3.344960
2677.750000,0.062500,3.345000,0.062650,3.345275
2678.000000,0.062500,3.345000,0.062622,3.345170
2678.250000,0.062500,3.345000,0.062512,3.344760
2678.500000,0.062500,3.345000,0.062456,3.344552
2678.750000,0.062500,3.345000,0.062505,3.344736
2679.000000,0.062500,3.345000,0.062557,3.344932
2679.250000,0.062500,3.345000,0.062488,3.344676
2679.500000,0.062500,3.345000,0.062692,3.345436
2679.750000,0.062500,3.345000,0.062497,3.344707
2680.000000,0.062500,3.345000,0.062552,3.344915
2680.250000,0.062500,3.345000,0.062484,3.344661
2680.500000,0.062500,3.345000,0.062643,3.345254
2680.750000,0.062500,3.345000,0.062596,3.345076
2681.000000,0.062500,3.345000,0.062465,3.344590
2681.250000,0.062500,3.345000,0.062484,3.344662
2681.500000,0.062500,3.345000,0.062494,3.344698
2681.750000,0.062500,3.345000,0.062577,3.345010
2682.000000,0.062500,3.345000,0.062696,3.345453
2682.250000,0.062500,3.345000,0.062474,3.344623
2682.500000,0.062500,3.345000,0.062532,3.344841
2682.750000,0.062500,3.345000,0.062678,3.345383
2683.000000,0.062500,3.345000,0.062504,3.344735
2683.250000,0.062500,3.345000,0.062692,3.345436
2683.500000,0.062500,3.345000,0.062457,3.344559
2683.750000,0.062500,3.345000,0.062656,3.345302
2684.000000,0.062500,3.345000,0.062599,3.345090
2684.250000,0.062500,3.345000,0.062681,3.345395
2684.500000,0.062500,3.345000,0.062620,3.345166
2684.750000,0.062500,3.345000,0.062660,3.345314
2685.000000,0.062500,3.345000,0.062519,3.344790
2685.250000,0.062500,3.345000,0.062587,3.345042
2685.500000,0.062500,3.345000,0.062532,3.344836
2685.750000,0.062500,3.345000,0.062531,3.344834
2686.000000,0.062500,3.345000,0.062651,3.345283
2686.250000,0.062500,3.345000,0.062637,3.345228
2686.500000,0.062500,3.345000,0.062547,3.344894
2686.750000,0.062500,3.345000,0.062496,3.344702
2687.000000,0.062500,3.345000,0.062527,3.344820
2687.250000,0.062500,3.345000,0.062622,3.345172
2687.500000,0.062500,3.345000,0.062564,3.344957
2687.750000,0.062500,3.345000,0.062462,3.344578
2688.000000,0.062500,3.345000,0.062625,3.345187
2688.250000,0.062500,3.345000,0.062449,3.344529
2688.500000,0.062500,3.345000,0.062620,3.345169
2688.750000,0.062500,3.345000,0.062626,3.345187
2689.000000,0.062500,3.345000,0.062505,3.344736
2689.250000,0.062500,3.345000,0.062576,3.345004
2689.500000,0.062500,3.345000,0.062707,3.345490
2689.750000,0.062500,3.345000,0.062612,3.345138
2690.000000,0.062500,3.345000,0.062592,3.345060
2690.250000,0.062500,3.345000,0.062466,3.344590
2690.500000,0.062500,3.345000,0.062468,3.344599
2690.750000,0.062500,3.345000,0.062659,3.345312
2691.000000,0.062500,3.345000,0.062483,3.344655
2691.250000,0.062500,3.345000,0.062489,3.344678
2691.500000,0.062500,3.345000,0.062621,3.345171
2691.750000,0.062500,3.345000,0.062498,3.344714
2692.000000,0.062500,3.345000,0.062627,3.345193
2692.250000,0.062500,3.345000,0.062646,3.345264
2692.500000,0.062500,3.345000,0.062503,3.344730
2692.750000,0.062500,3.345000,0.062540,3.344871
2693.000000,0.062500,3.345000,0.062634,3.345220
2693.250000,0.062500,3.345000,0.062603,3.345103
2693.500000,0.062500,3.345000,0.062533,3.344844
2693.750000,0.062500,3.345000,0.062633,3.345216
2694.000000,0.062500,3.345000,0.062558,3.344936
2694.250000,0.062500,3.345000,0.062680,3.345389
2694.500000,0.062500,3.345000,0.062513,3.344767
2694.750000,0.062500,3.345000,0.062677,3.345379
2695.000000,0.062500,3.345000,0.062546,3.344889
2695.250000,0.062500,3.345000,0.062506,3.344742
2695.500000,0.062500,3.345000,0.062577,3.345007
2695.750000,0.062500,3.345000,0.062672,3.345362
2696.000000,0.062500,3.345000,0.062528,3.344824
2696.250000,0.062500,3.345000,0.062590,3.345053
2696.500000,0.062500,3.345000,0.062502,3.344726
2696.750000,0.062500,3.345000,0.062594,3.345070
2697.000000,0.062500,3.345000,0.062462,3.344578
2697.250000,0.062500,3.345000,0.062637,3.345230
2697.500000,0.062500,3.345000,0.062483,3.344654
2697.750000,0.062500,3.345000,0.062683,3.345400
2698.000000,0.062500,3.345000,0.062454,3.344548
2698.250000,0.062500,3.345000,0.062626,3.345188
2698.500000,0.062500,3.345000,0.062608,3.345122
2698.750000,0.062500,3.345000,0.062708,3.345494
2699.000000,0.062500,3.345000,0.062703,3.345474
2699.250000,0.062500,3.345000,0.062501,3.344722
2699.500000,0.062500,3.345000,0.062694,3.345442
2699.750000,0.062500,3.345000,0.062661,3.345317
2700.000000,0.062500,3.345000,0.062603,3.345101
2700.250000,0.062326,3.303697,0.062279,3.303711
2700.500000,0.062153,3.301711,0.062287,3.302128
2700.750000,0.061979,3.299800,0.062075,3.299821
2701.000000,0.061806,3.297959,0.062064,3.298377
2701.250000,0.061632,3.296185,0.061814,3.296128
2701.500000,0.061458,3.294474,0.061778,3.294775
2701.750000,0.061285,3.292822,0.061540,3.292741
2702.000000,0.061111,3.291225,0.061332,3.290902
2702.250000,0.060937,3.289682,0.061224,3.289512
2702.500000,0.060764,3.288189,0.061180,3.288438
2702.750000,0.060590,3.286744,0.061039,3.287056
2703.000000,0.060417,3.285343,0.060862,3.285594
2703.250000,0.060243,3.283984,0.060517,3.283549
2703.500000,0.060069,3.282665,0.060491,3.282768
2703.750000,0.059896,3.281384,0.060341,3.281565
2704.000000,0.059722,3.280138,0.060210,3.280480
2704.250000,0.059549,3.278926,0.059893,3.278726
2704.500000,0.059375,3.277746,0.059799,3.277864
2704.750000,0.059201,3.276596,0.059685,3.276958
2705.000000,0.059028,3.275474,0.059477,3.275729
2705.250000,0.058854,3.274379,0.059213,3.274318
2705.500000,0.058681,3.273309,0.059128,3.273615
2705.750000,0.058507,3.272264,0.058969,3.272656
2706.000000,0.058333,3.271241,0.058649,3.271119
2706.250000,0.058160,3.270239,0.058596,3.270614
2706.500000,0.057986,3.269257,0.058276,3.269124
2706.750000,0.057812,3.268295,0.058210,3.268612
2707.000000,0.057639,3.267350,0.057925,3.267288
2707.250000,0.057465,3.266423,0.057666,3.266084
2707.500000,0.057292,3.265511,0.057647,3.265805
2707.750000,0.057118,3.264615,0.057496,3.265042
2708.000000,0.056944,3.263733,0.057081,3.263298
2708.250000,0.056771,3.262865,0.056908,3.262480
2708.500000,0.056597,3.262009,0.056847,3.262097
2708.750000,0.056424,3.261166,0.056609,3.261058
2709.000000,0.056250,3.260333,0.056573,3.260793
2709.250000,0.056076,3.259512,0.056155,3.259092
2709.500000,0.055903,3.258701,0.055991,3.258366
2709.750000,0.055729,3.257899,0.055862,3.257778
2710.000000,0.055556,3.257107,0.055588,3.256649
2710.250000,0.055382,3.256323,0.055629,3.256718
2710.500000,0.055208,3.255547,0.055403,3.255785
2710.750000,0.055035,3.254779,0.055107,3.254593
2711.000000,0.054861,3.254018,0.055019,3.254194
2711.250000,0.054687,3.253264,0.054768,3.253184
2711.500000,0.054514,3.252516,0.054531,3.252231
2711.750000,0.054340,3.251775,0.054527,3.252169
2712.000000,0.054167,3.251039,0.054306,3.251287
2712.250000,0.053993,3.250308,0.054028,3.250192
2712.500000,0.053819,3.249583,0.053916,3.249737
2712.750000,0.053646,3.248862,0.053642,3.248666
2713.000000,0.053472,3.248147,0.053581,3.248407
2713.250000,0.053299,3.247435,0.053416,3.247757
2713.500000,0.053125,3.246727,0.053114,3.246596
2713.750000,0.052951,3.246024,0.053039,3.246293
2714.000000,0.052778,3.245324,0.052890,3.245714
2714.250000,0.052604,3.244627,0.052498,3.244215
2714.500000,0.052431,3.243934,0.052339,3.243603
2714.750000,0.052257,3.243243,0.052262,3.243305
2715.000000,0.052083,3.242556,0.052043,3.242471
2715.250000,0.051910,3.241871,0.051890,3.241885
2715.500000,0.051736,3.241189,0.051780,3.241464
2715.750000,0.051562,3.240509,0.051463,3.240262
2716.000000,0.051389,3.239832,0.051230,3.239383
2716.250000,0.051215,3.239157,0.051237,3.239406
2716.500000,0.051042,3.238483,0.051053,3.238712
2716.750000,0.050868,3.237812,0.050930,3.238250
2717.000000,0.050694,3.237143,0.050622,3.237090
2717.250000,0.050521,3.236475,0.050435,3.236388
2717.500000,0.050347,3.235809,0.050202,3.235510
2717.750000,0.050174,3.235144,0.050195,3.235491
2718.000000,0.050000,3.234481,0.049857,3.234215
2718.250000,0.049826,3.233326,0.049723,3.232916
2718.500000,0.049653,3.232172,0.049642,3.232393
2718.750000,0.049479,3.231019,0.049475,3.231310
2719.000000,0.049306,3.229867,0.049286,3.230079
2719.250000,0.049132,3.228716,0.049105,3.228903
2719.500000,0.048958,3.227566,0.048915,3.227668
2719.750000,0.048785,3.226417,0.048677,3.226111
2720.000000,0.048611,3.225268,0.048598,3.225607
2720.250000,0.048437,3.224121,0.048322,3.223800
2720.500000,0.048264,3.222974,0.048196,3.222983
2720.750000,0.048090,3.221827,0.048030,3.221907
2721.000000,0.047917,3.220682,0.047797,3.220384
2721.250000,0.047743,3.219536,0.047703,3.219772
2721.500000,0.047569,3.218392,0.047558,3.218830
2721.750000,0.047396,3.217248,0.047345,3.217439
2722.000000,0.047222,3.216104,0.047075,3.215678
2722.250000,0.047049,3.214961,0.046926,3.214705
2722.500000,0.046875,3.213818,0.046828,3.214072
2722.750000,0.046701,3.212676,0.046692,3.213183
2723.000000,0.046528,3.211534,0.046441,3.211544
2723.250000,0.046354,3.210392,0.046193,3.209919
2723.500000,0.046181,3.209251,0.046136,3.209550
2723.750000,0.046007,3.208110,0.045971,3.208478
2724.000000,0.045833,3.206970,0.045812,3.207443
2724.250000,0.045660,3.205829,0.045617,3.206162
2724.500000,0.045486,3.204689,0.045372,3.204564
2724.750000,0.045312,3.203550,0.045146,3.203085
2725.000000,0.045139,3.202410,0.045000,3.202129
2725.250000,0.044965,3.201271,0.044809,3.200888
2725.500000,0.044792,3.200132,0.044703,3.200197
2725.750000,0.044618,3.198993,0.044563,3.199283
2726.000000,0.044444,3.197854,0.044401,3.198223
2726.250000,0.044271,3.196716,0.044172,3.196730
2726.500000,0.044097,3.195578,0.043997,3.195585
2726.750000,0.043924,3.194440,0.043829,3.194488
2727.000000,0.043750,3.193302,0.043619,3.193116
2727.250000,0.043576,3.192164,0.043458,3.192061
2727.500000,0.043403,3.191026,0.043372,3.191506
2727.750000,0.043229,3.189888,0.043185,3.190280
2728.000000,0.043056,3.188751,0.042921,3.188553
2728.250000,0.042882,3.187614,0.042810,3.187823
2728.500000,0.042708,3.186476,0.042631,3.186661
2728.750000,0.042535,3.185339,0.042417,3.185257
2729.000000,0.042361,3.184202,0.042277,3.184339
2729.250000,0.042187,3.183065,0.042046,3.182835
2729.500000,0.042014,3.181929,0.041983,3.182426
2729.750000,0.041840,3.180792,0.041792,3.181176
2730.000000,0.041667,3.179655,0.041508,3.179319
2730.250000,0.041493,3.178518,0.041398,3.178599
2730.500000,0.041319,3.177382,0.041156,3.177013
2730.750000,0.041146,3.176245,0.041010,3.176062
2731.000000,0.040972,3.175109,0.040811,3.174762
2731.250000,0.040799,3.173973,0.040679,3.173902
2731.500000,0.040625,3.172836,0.040593,3.173339
2731.750000,0.040451,3.171700,0.040395,3.172038
2732.000000,0.040278,3.170564,0.040208,3.170820
2732.250000,0.040104,3.169428,0.039938,3.169049
2732.500000,0.039931,3.168292,0.039892,3.168753
2732.750000,0.039757,3.167155,0.039645,3.167138
2733.000000,0.039583,3.166019,0.039519,3.166313
2733.250000,0.039410,3.164883,0.039293,3.164832
2733.500000,0.039236,3.163747,0.039085,3.163475
2733.750000,0.039062,3.162611,0.039028,3.163102
2734.000000,0.038889,3.161476,0.038740,3.161215
2734.250000,0.038715,3.160340,0.038602,3.160314
2734.500000,0.038542,3.159204,0.038392,3.158935
2734.750000,0.038368,3.158068,0.038307,3.158384
2735.000000,0.038194,3.156932,0.038103,3.157048
2735.250000,0.038021,3.155796,0.037927,3.155895
2735.500000,0.037847,3.154661,0.037761,3.154809
2735.750000,0.037674,3.153525,0.037497,3.153081
2736.000000,0.037500,3.152389,0.037394,3.152411
2736.250000,0.037326,3.151253,0.037250,3.151473
2736.500000,0.037153,3.150118,0.036976,3.149675
2736.750000,0.036979,3.148982,0.036818,3.148645
2737.000000,0.036806,3.147846,0.036664,3.147640
2737.250000,0.036632,3.146711,0.036512,3.146649
2737.500000,0.036458,3.145575,0.036343,3.145546
2737.750000,0.036285,3.144439,0.036181,3.144484
2738.000000,0.036111,3.143304,0.035959,3.143033
2738.250000,0.035937,3.142168,0.035849,3.142315
2738.500000,0.035764,3.141033,0.035593,3.140637
2738.750000,0.035590,3.139897,0.035517,3.140143
2739.000000,0.035417,3.138761,0.035381,3.139251
2739.250000,0.035243,3.137626,0.035182,3.137954
2739.500000,0.035069,3.136490,0.034896,3.136082
2739.750000,0.034896,3.135355,0.034788,3.135378
2740.000000,0.034722,3.134219,0.034571,3.133955
2740.250000,0.034549,3.133084,0.034388,3.132764
2740.500000,0.034375,3.131948,0.034313,3.132278
2740.750000,0.034201,3.130813,0.034161,3.131282
2741.000000,0.034028,3.129677,0.033845,3.129213
2741.250000,0.033854,3.128542,0.033704,3.128289
2741.500000,0.033681,3.127406,0.033582,3.127492
2741.750000,0.033507,3.126271,0.033361,3.126050
2742.000000,0.033333,3.125135,0.033266,3.125427
2742.250000,0.033160,3.124000,0.033024,3.123846
2742.500000,0.032986,3.122864,0.032912,3.123111
2742.750000,0.032812,3.121729,0.032716,3.121829
2743.000000,0.032639,3.120593,0.032526,3.120589
2743.250000,0.032465,3.119458,0.032288,3.119029
2743.500000,0.032292,3.118322,0.032160,3.118195
2743.750000,0.032118,3.117187,0.032069,3.117600
2744.000000,0.031944,3.116051,0.031817,3.115952
2744.250000,0.031771,3.114916,0.031717,3.115301
2744.500000,0.031597,3.113780,0.031488,3.113799
2744.750000,0.031424,3.112645,0.031324,3.112729
2745.000000,0.031250,3.111509,0.031139,3.111521
2745.250000,0.031076,3.110374,0.031004,3.110635
2745.500000,0.030903,3.109238,0.030846,3.109605
2745.750000,0.030729,3.108103,0.030548,3.107652
2746.000000,0.030556,3.106968,0.030511,3.107411
2746.250000,0.030382,3.105832,0.030292,3.105977
2746.500000,0.030208,3.104697,0.030155,3.105087
2746.750000,0.030035,3.103561,0.029946,3.103719
2747.000000,0.029861,3.102426,0.029789,3.102692
2747.250000,0.029687,3.101290,0.029543,3.101087
2747.500000,0.029514,3.100155,0.029441,3.100418
2747.750000,0.029340,3.099019,0.029211,3.098910
2748.000000,0.029167,3.097884,0.029031,3.097734
2748.250000,0.028993,3.096748,0.028874,3.096710
2748.500000,0.028819,3.095613,0.028735,3.095798
2748.750000,0.028646,3.094478,0.028463,3.094022
2749.000000,0.028472,3.093342,0.028401,3.093620
2749.250000,0.028299,3.092207,0.028180,3.092169
2749.500000,0.028125,3.091071,0.027992,3.090937
2749.750000,0.027951,3.089936,0.027804,3.089707
2750.000000,0.027778,3.088800,0.027667,3.088815
2750.250000,0.027604,3.087665,0.027542,3.087998
2750.500000,0.027431,3.086530,0.027366,3.086846
2750.750000,0.027257,3.085394,0.027213,3.085847
2751.000000,0.027083,3.084259,0.026940,3.084061
2751.250000,0.026910,3.083123,0.026755,3.082851
2751.500000,0.026736,3.081988,0.026643,3.082120
2751.750000,0.026562,3.080852,0.026511,3.081259
2752.000000,0.026389,3.079717,0.026341,3.080143
2752.250000,0.026215,3.078582,0.026057,3.078281
2752.500000,0.026042,3.077446,0.025898,3.077247
2752.750000,0.025868,3.076311,0.025790,3.076542
2753.000000,0.025694,3.075175,0.025542,3.074917
2753.250000,0.025521,3.074040,0.025437,3.074228
2753.500000,0.025347,3.072904,0.025175,3.072515
2753.750000,0.025174,3.071769,0.025052,3.071711
2754.000000,0.025000,3.070634,0.024859,3.070451
2754.250000,0.024826,3.069498,0.024731,3.069616
2754.500000,0.024653,3.068363,0.024615,3.068854
2754.750000,0.024479,3.067227,0.024320,3.066921
2755.000000,0.024306,3.066092,0.024194,3.066103
2755.250000,0.024132,3.064956,0.024049,3.065155
2755.500000,0.023958,3.063821,0.023789,3.063457
2755.750000,0.023785,3.062686,0.023620,3.062350
2756.000000,0.023611,3.061550,0.023457,3.061285
2756.250000,0.023437,3.060415,0.023251,3.059937
2756.500000,0.023264,3.059279,0.023159,3.059341
2756.750000,0.023090,3.058144,0.022995,3.058264
2757.000000,0.022917,3.057008,0.022825,3.057159
2757.250000,0.022743,3.055873,0.022706,3.056380
2757.500000,0.022569,3.054738,0.022524,3.055190
2757.750000,0.022396,3.053602,0.022356,3.054092
2758.000000,0.022222,3.052467,0.022175,3.052908
2758.250000,0.022049,3.051331,0.021952,3.051446
2758.500000,0.021875,3.050196,0.021830,3.050649
2758.750000,0.021701,3.049060,0.021549,3.048808
2759.000000,0.021528,3.047925,0.021446,3.048140
2759.250000,0.021354,3.046790,0.021313,3.047269
2759.500000,0.021181,3.045654,0.021132,3.046089
2759.750000,0.021007,3.044519,0.020892,3.044517
2760.000000,0.020833,3.043383,0.020773,3.043744
2760.250000,0.020660,3.042248,0.020516,3.042059
2760.500000,0.020486,3.041112,0.020382,3.041184
2760.750000,0.020312,3.039977,0.020255,3.040351
2761.000000,0.020139,3.038842,0.020085,3.039237
2761.250000,0.019965,3.037706,0.019887,3.037943
2761.500000,0.019792,3.036571,0.019728,3.036901
2761.750000,0.019618,3.035435,0.019501,3.035418
2762.000000,0.019444,3.034300,0.019299,3.034102
2762.250000,0.019271,3.033164,0.019121,3.032935
2762.500000,0.019097,3.032029,0.018993,3.032100
2762.750000,0.018924,3.030894,0.018839,3.031098
2763.000000,0.018750,3.029758,0.018614,3.029619
2763.250000,0.018576,3.028623,0.018486,3.028788
2763.500000,0.018403,3.027487,0.018329,3.027760
2763.750000,0.018229,3.026352,0.018176,3.026759
2764.000000,0.018056,3.025216,0.017877,3.024799
2764.250000,0.017882,3.024081,0.017820,3.024432
2764.500000,0.017708,3.022946,0.017642,3.023267
2764.750000,0.017535,3.021810,0.017440,3.021946
2765.000000,0.017361,3.020675,0.017214,3.020466
2765.250000,0.017187,3.019539,0.017107,3.019768
2765.500000,0.017014,3.018404,0.016964,3.018834
2765.750000,0.016840,3.017268,0.016775,3.017593
2766.000000,0.016667,3.016133,0.016478,3.015652
2766.250000,0.016493,3.014998,0.016371,3.014953
2766.500000,0.016319,3.013862,0.016185,3.013733
2766.750000,0.016146,3.012727,0.016026,3.012697
2767.000000,0.015972,3.011591,0.015891,3.011816
2767.250000,0.015799,3.010456,0.015616,3.010013
2767.500000,0.015625,3.009321,0.015579,3.009777
2767.750000,0.015451,3.008185,0.015301,3.007960
2768.000000,0.015278,3.007050,0.015133,3.006861
2768.250000,0.015104,3.005914,0.015007,3.006042
2768.500000,0.014931,3.004779,0.014752,3.004368
2768.750000,0.014757,3.003643,0.014653,3.003723
2769.000000,0.014583,3.002508,0.014517,3.002834
2769.250000,0.014410,3.001373,0.014316,3.001521
2769.500000,0.014236,3.000237,0.014123,3.000258
2769.750000,0.014062,2.999102,0.013982,2.999336
2770.000000,0.013889,2.997966,0.013781,2.998017
2770.250000,0.013715,2.996831,0.013604,2.996860
2770.500000,0.013542,2.995695,0.013406,2.995561
2770.750000,0.013368,2.994560,0.013239,2.994471
2771.000000,0.013194,2.993425,0.013051,2.993245
2771.250000,0.013021,2.992289,0.012959,2.992645
2771.500000,0.012847,2.991154,0.012795,2.991569
2771.750000,0.012674,2.990018,0.012569,2.990090
2772.000000,0.012500,2.988883,0.012409,2.989047
2772.250000,0.012326,2.987747,0.012287,2.988254
2772.500000,0.012153,2.986612,0.011994,2.986336
2772.750000,0.011979,2.985477,0.011878,2.985574
2773.000000,0.011806,2.984341,0.011742,2.984688
2773.250000,0.011632,2.983206,0.011575,2.983596
2773.500000,0.011458,2.982070,0.011349,2.982114
2773.750000,0.011285,2.980935,0.011217,2.981251
2774.000000,0.011111,2.979799,0.010942,2.979453
2774.250000,0.010937,2.978664,0.010884,2.979078
2774.500000,0.010764,2.977529,0.010656,2.977589
2774.750000,0.010590,2.976393,0.010520,2.976700
2775.000000,0.010417,2.975258,0.010331,2.975457
2775.250000,0.010243,2.974122,0.010079,2.973808
2775.500000,0.010069,2.972987,0.009958,2.973018
2775.750000,0.009896,2.971851,0.009709,2.971387
2776.000000,0.009722,2.970716,0.009578,2.970535
2776.250000,0.009549,2.969581,0.009425,2.969539
2776.500000,0.009375,2.968445,0.009186,2.967970
2776.750000,0.009201,2.967310,0.009135,2.967644
2777.000000,0.009028,2.966174,0.008914,2.966198
2777.250000,0.008854,2.965039,0.008753,2.965144
2777.500000,0.008681,2.963903,0.008609,2.964208
2777.750000,0.008507,2.962768,0.008414,2.962928
2778.000000,0.008333,2.961633,0.008245,2.961826
2778.250000,0.008160,2.960497,0.008006,2.960256
2778.500000,0.007986,2.959362,0.007908,2.959621
2778.750000,0.007812,2.958226,0.007696,2.958231
2779.000000,0.007639,2.957091,0.007498,2.956931
2779.250000,0.007465,2.955955,0.007299,2.955629
2779.500000,0.007292,2.954820,0.007184,2.954884
2779.750000,0.007118,2.953685,0.006951,2.953352
2780.000000,0.006944,2.952549,0.006900,2.953029
2780.250000,0.006771,2.951414,0.006610,2.951129
2780.500000,0.006597,2.950278,0.006474,2.950241
2780.750000,0.006424,2.949143,0.006315,2.949201
2781.000000,0.006250,2.948007,0.006114,2.947889
2781.250000,0.006076,2.946872,0.005954,2.946840
2781.500000,0.005903,2.945737,0.005804,2.945860
2781.750000,0.005729,2.944601,0.005686,2.945092
2782.000000,0.005556,2.943466,0.005434,2.943441
2782.250000,0.005382,2.942330,0.005283,2.942457
2782.500000,0.005208,2.941195,0.005051,2.940936
2782.750000,0.005035,2.940060,0.004994,2.940569
2783.000000,0.004861,2.938924,0.004683,2.938531
2783.250000,0.004687,2.937789,0.004501,2.937343
2783.500000,0.004514,2.936653,0.004453,2.937032
2783.750000,0.004340,2.935518,0.004281,2.935907
2784.000000,0.004167,2.934382,0.004054,2.934415
2784.250000,0.003993,2.933247,0.003925,2.933573
2784.500000,0.003819,2.932112,0.003715,2.932205
2784.750000,0.003646,2.930976,0.003504,2.930823
2785.000000,0.003472,2.929841,0.003382,2.930023
2785.250000,0.003299,2.928705,0.003164,2.928599
2785.500000,0.003125,2.927570,0.002951,2.927203
2785.750000,0.002951,2.926434,0.002846,2.926516
2786.000000,0.002778,2.925299,0.002734,2.925788
2786.250000,0.002604,2.924164,0.002426,2.923768
2786.500000,0.002431,2.923028,0.002300,2.922951
2786.750000,0.002257,2.921893,0.002104,2.921666
2787.000000,0.002083,2.920757,0.002014,2.921078
2787.250000,0.001910,2.919622,0.001810,2.919741
2787.500000,0.001736,2.918486,0.001667,2.918812
2787.750000,0.001562,2.917351,0.001431,2.917260
2788.000000,0.001389,2.916216,0.001282,2.916293
2788.250000,0.001215,2.915080,0.001140,2.915362
2788.500000,0.001042,2.913945,0.000934,2.914016
2788.750000,0.000868,2.912809,0.000722,2.912627
2789.000000,0.000694,2.911674,0.000572,2.911651
2789.250000,0.000521,2.910538,0.000427,2.910702
2789.500000,0.000347,2.909403,0.000283,2.909761
2789.750000,0.000174,2.908268,0.000059,2.908294
2790.000000,0.000000,2.907132,0.000000,2.906918
2790.250000,0.000174,3.041523,0.000340,3.041389
2790.500000,0.000347,3.045743,0.000462,3.046010
2790.750000,0.000521,3.049775,0.000508,3.049862
2791.000000,0.000694,3.053632,0.000640,3.054001
2791.250000,0.000868,3.057323,0.000679,3.057307
2791.500000,0.001042,3.060859,0.000762,3.060667
2791.750000,0.001215,3.064249,0.000970,3.064615
2792.000000,0.001389,3.067502,0.001116,3.067976
2792.250000,0.001563,3.070625,0.001134,3.070339
2792.500000,0.001736,3.073627,0.001389,3.074052
2792.750000,0.001910,3.076515,0.001516,3.076791
2793.000000,0.002083,3.079295,0.001574,3.078950
2793.250000,0.002257,3.081975,0.001739,3.081656
2793.500000,0.002431,3.084560,0.001942,3.084487
2793.750000,0.002604,3.087055,0.002181,3.087428
2794.000000,0.002778,3.089467,0.002312,3.089578
2794.250000,0.002951,3.091800,0.002400,3.091355
2794.500000,0.003125,3.094059,0.002643,3.094028
2794.750000,0.003299,3.096248,0.002853,3.096410
2795.000000,0.003472,3.098371,0.002969,3.098117
2795.250000,0.003646,3.100433,0.003119,3.099966
2795.500000,0.003819,3.102437,0.003365,3.102362
2795.750000,0.003993,3.104386,0.003640,3.104874
2796.000000,0.004167,3.106284,0.003749,3.106279
2796.250000,0.004340,3.108134,0.003939,3.108141
2796.500000,0.004514,3.109939,0.004100,3.109771
2796.750000,0.004687,3.111701,0.004305,3.111638
2797.000000,0.004861,3.113422,0.004500,3.113398
2797.250000,0.005035,3.115107,0.004661,3.114902
2797.500000,0.005208,3.116755,0.004869,3.116669
2797.750000,0.005382,3.118371,0.005011,3.117977
2798.000000,0.005556,3.119955,0.005298,3.120184
2798.250000,0.005729,3.121509,0.005379,3.121048
2798.500000,0.005903,3.123036,0.005659,3.123148
2798.750000,0.006076,3.124536,0.005800,3.124346
2799.000000,0.006250,3.126013,0.006036,3.126116
2799.250000,0.006424,3.127466,0.006254,3.127758
2799.500000,0.006597,3.128897,0.006432,3.129129
2799.750000,0.006771,3.130308,0.006566,3.130194
2800.000000,0.006944,3.131700,0.006844,3.132161
2800.250000,0.007118,3.133073,0.006939,3.132943
2800.500000,0.007292,3.134430,0.007127,3.134309
2800.750000,0.007465,3.135771,0.007276,3.135403
2801.000000,0.007639,3.137097,0.007566,3.137398
2801.250000,0.007813,3.138408,0.007752,3.138712
2801.500000,0.007986,3.139706,0.007969,3.140207
2801.750000,0.008160,3.140992,0.008153,3.141486
2802.000000,0.008333,3.142266,0.008311,3.142594
2802.250000,0.008507,3.143529,0.008517,3.143992
2802.500000,0.008681,3.144782,0.008557,3.144332
2802.750000,0.008854,3.146024,0.008784,3.145850
2803.000000,0.009028,3.147258,0.009044,3.147572
2803.250000,0.009201,3.148483,0.009244,3.148911
2803.500000,0.009375,3.149699,0.009382,3.149846
2803.750000,0.009549,3.150908,0.009534,3.150863
2804.000000,0.009722,3.152110,0.009778,3.152457
2804.250000,0.009896,3.153305,0.009849,3.152951
2804.500000,0.010069,3.154494,0.010129,3.154774
2804.750000,0.010243,3.155677,0.010221,3.155390
2805.000000,0.010417,3.156854,0.010482,3.157085
2805.250000,0.010590,3.158025,0.010664,3.158264
2805.500000,0.010764,3.159192,0.010780,3.159024
2805.750000,0.010937,3.160354,0.010943,3.160085
2806.000000,0.011111,3.161511,0.011158,3.161474
2806.250000,0.011285,3.162665,0.011364,3.162796
2806.500000,0.011458,3.163814,0.011449,3.163350
2806.750000,0.011632,3.164960,0.011663,3.164729
2807.000000,0.011806,3.166102,0.011818,3.165715
2807.250000,0.011979,3.167241,0.012023,3.167032
2807.500000,0.012153,3.168377,0.012183,3.168054
2807.750000,0.012326,3.169510,0.012446,3.169734
2808.000000,0.012500,3.170641,0.012556,3.170431
2808.250000,0.012674,3.171769,0.012726,3.171514
2808.500000,0.012847,3.172894,0.012976,3.173105
2808.750000,0.013021,3.174017,0.013117,3.173998
