t,V_batt,V_fgic
1162.250000,3.963694,3.964090
1162.500000,3.963696,3.964179
1162.750000,3.963698,3.963995
1163.000000,3.963700,3.963248
1163.250000,3.963702,3.963897
1163.500000,3.963704,3.963342
1163.750000,3.963706,3.963611
1164.000000,3.963708,3.963430
1164.250000,3.963709,3.964114
1164.500000,3.963711,3.964175
1164.750000,3.963713,3.963837
1165.000000,3.963714,3.964016
1165.250000,3.963715,3.964190
1165.500000,3.963717,3.963916
1165.750000,3.963718,3.964017
1166.000000,3.963719,3.963972
1166.250000,3.963721,3.963843
1166.500000,3.963722,3.963977
1166.750000,3.963723,3.964170
1167.000000,3.963724,3.963842
1167.250000,3.963725,3.964003
1167.500000,3.963726,3.963734
1167.750000,3.963727,3.963617
1168.000000,3.963728,3.964176
1168.250000,3.963729,3.963621
1168.500000,3.963730,3.964040
1168.750000,3.963731,3.964002
1169.000000,3.963731,3.963601
1169.250000,3.963732,3.964006
1169.500000,3.963733,3.964031
1169.750000,3.963733,3.963853
1170.000000,3.963734,3.963356
1170.250000,3.963735,3.963516
1170.500000,3.963735,3.964118
1170.750000,3.963736,3.964199
1171.000000,3.963737,3.963446
1171.250000,3.963737,3.963985
1171.500000,3.963738,3.964212
1171.750000,3.963738,3.963339
1172.000000,3.963739,3.963261
1172.250000,3.963739,3.963932
1172.500000,3.963739,3.963967
1172.750000,3.963740,3.964157
1173.000000,3.963740,3.963467
1173.250000,3.963741,3.963587
1173.500000,3.963741,3.963305
1173.750000,3.963741,3.963366
1174.000000,3.963742,3.963381
1174.250000,3.963742,3.964095
1174.500000,3.963742,3.963445
1174.750000,3.963743,3.964040
1175.000000,3.963743,3.963648
1175.250000,3.963743,3.963765
1175.500000,3.963744,3.963773
1175.750000,3.963744,3.963610
1176.000000,3.963744,3.963657
1176.250000,3.963744,3.963717
1176.500000,3.963745,3.963548
1176.750000,3.963745,3.963513
1177.000000,3.963745,3.963374
1177.250000,3.963745,3.963921
1177.500000,3.963745,3.963762
1177.750000,3.963746,3.964010
1178.000000,3.963746,3.963936
1178.250000,3.963746,3.963413
1178.500000,3.963746,3.963393
1178.750000,3.963746,3.964076
1179.000000,3.963746,3.964200
1179.250000,3.963747,3.963729
1179.500000,3.963747,3.963754
1179.750000,3.963747,3.963288
1180.000000,3.963747,3.964014
1180.250000,3.963747,3.963649
1180.500000,3.963747,3.964101
1180.750000,3.963747,3.963584
1181.000000,3.963747,3.963437
1181.250000,3.963747,3.963712
1181.500000,3.963748,3.963525
1181.750000,3.963748,3.964004
1182.000000,3.963748,3.963993
1182.250000,3.963748,3.963683
1182.500000,3.963748,3.963863
1182.750000,3.963748,3.963926
1183.000000,3.963748,3.963385
1183.250000,3.963748,3.963759
1183.500000,3.963748,3.963404
1183.750000,3.963748,3.963723
1184.000000,3.963748,3.964179
1184.250000,3.963748,3.964065
1184.500000,3.963749,3.963640
1184.750000,3.963749,3.964023
1185.000000,3.963749,3.963878
1185.250000,3.963749,3.963714
1185.500000,3.963749,3.963284
1185.750000,3.963749,3.963270
1186.000000,3.963749,3.963828
1186.250000,3.963749,3.964097
1186.500000,3.963749,3.963895
1186.750000,3.963749,3.964167
1187.000000,3.963749,3.963385
1187.250000,3.963749,3.964046
1187.500000,3.963749,3.964181
1187.750000,3.963749,3.963549
1188.000000,3.963749,3.963540
1188.250000,3.963749,3.963998
1188.500000,3.963749,3.964251
1188.750000,3.963749,3.963477
1189.000000,3.963749,3.964132
1189.250000,3.963749,3.963482
1189.500000,3.963749,3.963274
1189.750000,3.963749,3.964244
1190.000000,3.963749,3.963816
1190.250000,3.963749,3.963596
1190.500000,3.963749,3.964250
1190.750000,3.963749,3.963906
1191.000000,3.963750,3.964065
1191.250000,3.963750,3.963873
1191.500000,3.963750,3.963795
1191.750000,3.963750,3.963752
1192.000000,3.963750,3.963551
1192.250000,3.963750,3.963573
1192.500000,3.963750,3.963583
1192.750000,3.963750,3.964199
1193.000000,3.963750,3.963877
1193.250000,3.963750,3.963642
1193.500000,3.963750,3.963506
1193.750000,3.963750,3.964037
1194.000000,3.963750,3.964073
1194.250000,3.963750,3.964250
1194.500000,3.963750,3.963477
1194.750000,3.963750,3.963878
1195.000000,3.963750,3.964240
1195.250000,3.963750,3.963486
1195.500000,3.963750,3.963904
1195.750000,3.963750,3.963777
1196.000000,3.963750,3.963841
1196.250000,3.963750,3.964089
1196.500000,3.963750,3.963737
1196.750000,3.963750,3.963660
1197.000000,3.963750,3.964078
1197.250000,3.963750,3.964006
1197.500000,3.963750,3.963431
1197.750000,3.963750,3.963907
1198.000000,3.963750,3.963772
1198.250000,3.963750,3.964016
1198.500000,3.963750,3.963286
1198.750000,3.963750,3.963385
1199.000000,3.963750,3.963929
1199.250000,3.963750,3.963452
1199.500000,3.963750,3.963448
1199.750000,3.963750,3.964207
1200.000000,3.963750,3.964044
1200.250000,3.963750,3.963281
1200.500000,3.963750,3.963858
1200.750000,3.963750,3.963393
1201.000000,3.963750,3.963267
1201.250000,3.963750,3.963728
1201.500000,3.963750,3.963552
1201.750000,3.963750,3.963552
1202.000000,3.963750,3.963718
1202.250000,3.963750,3.963268
1202.500000,3.963750,3.963820
1202.750000,3.963750,3.963353
1203.000000,3.963750,3.964094
1203.250000,3.963750,3.963687
1203.500000,3.963750,3.963650
1203.750000,3.963750,3.963563
1204.000000,3.963750,3.964255
1204.250000,3.963750,3.964204
1204.500000,3.963750,3.963809
1204.750000,3.963750,3.963888
1205.000000,3.963750,3.964188
1205.250000,3.963750,3.963879
1205.500000,3.963750,3.963609
1205.750000,3.963750,3.963891
1206.000000,3.963750,3.963480
1206.250000,3.963750,3.963402
1206.500000,3.963750,3.963784
1206.750000,3.963750,3.963293
1207.000000,3.963750,3.964122
1207.250000,3.963750,3.963459
1207.500000,3.963750,3.964252
1207.750000,3.963750,3.963285
1208.000000,3.963750,3.963579
1208.250000,3.963750,3.963734
1208.500000,3.963750,3.963880
1208.750000,3.963750,3.964027
1209.000000,3.963750,3.963642
1209.250000,3.963750,3.964016
1209.500000,3.963750,3.963441
1209.750000,3.963750,3.963376
1210.000000,3.963750,3.963828
1210.250000,3.963750,3.963358
1210.500000,3.963750,3.964057
1210.750000,3.963750,3.963760
1211.000000,3.963750,3.963895
1211.250000,3.963750,3.963851
1211.500000,3.963750,3.963931
1211.750000,3.963750,3.964131
1212.000000,3.963750,3.963395
1212.250000,3.963750,3.963271
1212.500000,3.963750,3.963386
1212.750000,3.963750,3.963670
1213.000000,3.963750,3.963741
1213.250000,3.963750,3.963948
1213.500000,3.963750,3.963922
1213.750000,3.963750,3.963884
1214.000000,3.963750,3.963976
1214.250000,3.963750,3.963721
1214.500000,3.963750,3.964152
1214.750000,3.963750,3.964132
1215.000000,3.963750,3.963859
1215.250000,3.963750,3.963326
1215.500000,3.963750,3.963557
1215.750000,3.963750,3.963872
1216.000000,3.963750,3.963744
1216.250000,3.963750,3.963793
1216.500000,3.963750,3.963788
1216.750000,3.963750,3.964109
1217.000000,3.963750,3.963512
1217.250000,3.963750,3.964180
1217.500000,3.963750,3.964228
1217.750000,3.963750,3.964224
1218.000000,3.963750,3.963267
1218.250000,3.963750,3.964153
1218.500000,3.963750,3.963384
1218.750000,3.963750,3.963593
1219.000000,3.963750,3.963372
1219.250000,3.963750,3.963392
1219.500000,3.963750,3.963524
1219.750000,3.963750,3.963903
1220.000000,3.963750,3.963541
1220.250000,3.963750,3.963563
1220.500000,3.963750,3.963379
1220.750000,3.963750,3.963470
1221.000000,3.963750,3.963524
1221.250000,3.963750,3.964202
1221.500000,3.963750,3.964130
1221.750000,3.963750,3.964023
1222.000000,3.963750,3.963341
1222.250000,3.963750,3.963978
1222.500000,3.963750,3.963805
1222.750000,3.963750,3.963422
1223.000000,3.963750,3.963894
1223.250000,3.963750,3.963518
1223.500000,3.963750,3.963907
1223.750000,3.963750,3.963543
1224.000000,3.963750,3.963960
1224.250000,3.963750,3.963684
1224.500000,3.963750,3.963566
1224.750000,3.963750,3.963858
1225.000000,3.963750,3.963478
1225.250000,3.963750,3.963395
1225.500000,3.963750,3.963573
1225.750000,3.963750,3.964019
1226.000000,3.963750,3.963625
1226.250000,3.963750,3.963516
1226.500000,3.963750,3.964024
1226.750000,3.963750,3.963262
1227.000000,3.963750,3.963360
1227.250000,3.963750,3.963583
1227.500000,3.963750,3.963574
1227.750000,3.963750,3.963614
1228.000000,3.963750,3.964006
1228.250000,3.963750,3.963871
1228.500000,3.963750,3.963417
1228.750000,3.963750,3.963910
1229.000000,3.963750,3.963290
1229.250000,3.963750,3.963430
1229.500000,3.963750,3.964090
1229.750000,3.963750,3.963354
1230.000000,3.963750,3.963938
1230.250000,3.963750,3.963387
1230.500000,3.963750,3.963865
1230.750000,3.963750,3.964003
1231.000000,3.963750,3.964061
1231.250000,3.963750,3.963686
1231.500000,3.963750,3.964159
1231.750000,3.963750,3.964182
1232.000000,3.963750,3.964178
1232.250000,3.963750,3.963454
1232.500000,3.963750,3.963607
1232.750000,3.963750,3.963855
1233.000000,3.963750,3.963334
1233.250000,3.963750,3.963355
1233.500000,3.963750,3.963679
1233.750000,3.963750,3.963669
1234.000000,3.963750,3.963582
1234.250000,3.963750,3.964182
1234.500000,3.963750,3.963470
1234.750000,3.963750,3.963546
1235.000000,3.963750,3.963733
1235.250000,3.963750,3.963345
1235.500000,3.963750,3.963735
1235.750000,3.963750,3.963650
1236.000000,3.963750,3.963701
1236.250000,3.963750,3.964044
1236.500000,3.963750,3.963330
1236.750000,3.963750,3.963589
1237.000000,3.963750,3.963990
1237.250000,3.963750,3.963364
1237.500000,3.963750,3.963804
1237.750000,3.963750,3.963988
1238.000000,3.963750,3.964043
1238.250000,3.963750,3.963574
1238.500000,3.963750,3.963324
1238.750000,3.963750,3.964094
1239.000000,3.963750,3.963309
1239.250000,3.963750,3.963869
1239.500000,3.963750,3.963696
1239.750000,3.963750,3.963709
1240.000000,3.963750,3.964100
1240.250000,3.963750,3.964218
1240.500000,3.963750,3.963657
1240.750000,3.963750,3.963492
1241.000000,3.963750,3.963817
1241.250000,3.963750,3.964051
1241.500000,3.963750,3.963605
1241.750000,3.963750,3.963801
1242.000000,3.963750,3.963559
1242.250000,3.963750,3.964092
1242.500000,3.963750,3.963684
1242.750000,3.963750,3.963810
1243.000000,3.963750,3.963553
1243.250000,3.963750,3.963388
1243.500000,3.963750,3.963707
1243.750000,3.963750,3.963948
1244.000000,3.963750,3.963897
1244.250000,3.963750,3.963624
1244.500000,3.963750,3.963458
1244.750000,3.963750,3.964128
1245.000000,3.963750,3.963738
1245.250000,3.963750,3.963833
1245.500000,3.963750,3.964138
1245.750000,3.963750,3.963438
1246.000000,3.963750,3.964047
1246.250000,3.963750,3.964028
1246.500000,3.963750,3.964217
1246.750000,3.963750,3.963661
1247.000000,3.963750,3.963972
1247.250000,3.963750,3.963584
1247.500000,3.963750,3.963946
1247.750000,3.963750,3.963900
1248.000000,3.963750,3.963402
1248.250000,3.963750,3.963850
1248.500000,3.963750,3.963475
1248.750000,3.963750,3.963835
1249.000000,3.963750,3.963721
1249.250000,3.963750,3.963478
1249.500000,3.963750,3.963647
1249.750000,3.963750,3.963527
1250.000000,3.963750,3.963949
1250.250000,3.963750,3.963339
1250.500000,3.963750,3.964245
1250.750000,3.963750,3.963960
1251.000000,3.963750,3.963613
1251.250000,3.963750,3.963650
1251.500000,3.963750,3.963760
1251.750000,3.963750,3.963579
1252.000000,3.963750,3.963473
1252.250000,3.963750,3.963639
1252.500000,3.963750,3.963946
1252.750000,3.963750,3.963871
1253.000000,3.963750,3.963988
1253.250000,3.963750,3.964175
1253.500000,3.963750,3.963608
1253.750000,3.963750,3.964076
1254.000000,3.963750,3.963346
1254.250000,3.963750,3.963375
1254.500000,3.963750,3.963563
1254.750000,3.963750,3.963624
1255.000000,3.963750,3.963880
1255.250000,3.963750,3.964018
1255.500000,3.963750,3.963678
1255.750000,3.963750,3.964002
1256.000000,3.963750,3.963579
1256.250000,3.963750,3.963624
1256.500000,3.963750,3.963712
1256.750000,3.963750,3.963305
1257.000000,3.963750,3.963620
1257.250000,3.963750,3.964045
1257.500000,3.963750,3.963846
1257.750000,3.963750,3.963712
1258.000000,3.963750,3.963722
1258.250000,3.963750,3.963861
1258.500000,3.963750,3.963829
1258.750000,3.963750,3.963979
1259.000000,3.963750,3.963701
1259.250000,3.963750,3.963495
1259.500000,3.963750,3.963679
1259.750000,3.963750,3.963467
1260.000000,3.963750,3.964239
1260.250000,3.963750,3.963679
1260.500000,3.963750,3.963399
1260.750000,3.963750,3.964127
1261.000000,3.963750,3.963778
1261.250000,3.963750,3.963701
1261.500000,3.963750,3.963710
1261.750000,3.963750,3.963893
1262.000000,3.963750,3.963364
1262.250000,3.963750,3.963426
1262.500000,3.963750,3.963442
1262.750000,3.963750,3.964034
1263.000000,3.963750,3.963958
1263.250000,3.963750,3.963634
1263.500000,3.963750,3.963804
1263.750000,3.963750,3.963786
1264.000000,3.963750,3.963945
1264.250000,3.963750,3.963731
1264.500000,3.963750,3.964190
1264.750000,3.963750,3.963681
1265.000000,3.963750,3.963989
1265.250000,3.963750,3.963701
1265.500000,3.963750,3.963267
1265.750000,3.963750,3.964149
1266.000000,3.963750,3.963949
1266.250000,3.963750,3.964235
1266.500000,3.963750,3.963725
1266.750000,3.963750,3.963861
1267.000000,3.963750,3.963877
1267.250000,3.963750,3.964192
1267.500000,3.963750,3.964013
1267.750000,3.963750,3.963319
1268.000000,3.963750,3.963530
1268.250000,3.963750,3.963782
1268.500000,3.963750,3.963943
1268.750000,3.963750,3.963532
1269.000000,3.963750,3.963988
1269.250000,3.963750,3.963763
1269.500000,3.963750,3.963489
1269.750000,3.963750,3.963271
1270.000000,3.963750,3.963275
1270.250000,3.963750,3.963683
1270.500000,3.963750,3.963268
1270.750000,3.963750,3.963728
1271.000000,3.963750,3.963439
1271.250000,3.963750,3.963943
1271.500000,3.963750,3.963768
1271.750000,3.963750,3.963598
1272.000000,3.963750,3.963904
1272.250000,3.963750,3.963615
1272.500000,3.963750,3.964153
1272.750000,3.963750,3.964246
1273.000000,3.963750,3.963335
1273.250000,3.963750,3.963427
1273.500000,3.963750,3.963411
1273.750000,3.963750,3.963977
1274.000000,3.963750,3.964100
1274.250000,3.963750,3.964244
1274.500000,3.963750,3.964012
1274.750000,3.963750,3.964021
1275.000000,3.963750,3.964202
1275.250000,3.963750,3.963308
1275.500000,3.963750,3.963400
1275.750000,3.963750,3.963746
1276.000000,3.963750,3.963869
1276.250000,3.963750,3.963451
1276.500000,3.963750,3.963764
1276.750000,3.963750,3.963537
1277.000000,3.963750,3.963273
1277.250000,3.963750,3.964201
1277.500000,3.963750,3.963332
1277.750000,3.963750,3.963682
1278.000000,3.963750,3.963673
1278.250000,3.963750,3.963313
1278.500000,3.963750,3.964071
1278.750000,3.963750,3.964126
1279.000000,3.963750,3.964161
1279.250000,3.963750,3.963684
1279.500000,3.963750,3.964033
1279.750000,3.963750,3.963852
1280.000000,3.963750,3.963498
1280.250000,3.963750,3.963862
1280.500000,3.963750,3.963930
1280.750000,3.963750,3.963777
1281.000000,3.963750,3.963569
1281.250000,3.963750,3.963458
1281.500000,3.963750,3.964160
1281.750000,3.963750,3.963516
1282.000000,3.963750,3.963509
1282.250000,3.963750,3.963891
1282.500000,3.963750,3.963423
1282.750000,3.963750,3.964047
1283.000000,3.963750,3.963811
1283.250000,3.963750,3.963853
1283.500000,3.963750,3.963662
1283.750000,3.963750,3.963844
1284.000000,3.963750,3.963591
1284.250000,3.963750,3.963407
1284.500000,3.963750,3.963568
1284.750000,3.963750,3.964089
1285.000000,3.963750,3.963910
1285.250000,3.963750,3.964104
1285.500000,3.963750,3.964091
1285.750000,3.963750,3.963285
1286.000000,3.963750,3.963739
1286.250000,3.963750,3.963264
1286.500000,3.963750,3.963726
1286.750000,3.963750,3.964026
1287.000000,3.963750,3.963586
1287.250000,3.963750,3.964181
1287.500000,3.963750,3.963402
1287.750000,3.963750,3.963487
1288.000000,3.963750,3.964037
1288.250000,3.963750,3.963724
1288.500000,3.963750,3.964062
1288.750000,3.963750,3.963362
1289.000000,3.963750,3.963822
1289.250000,3.963750,3.963342
1289.500000,3.963750,3.964177
1289.750000,3.963750,3.963577
1290.000000,3.963750,3.964174
1290.250000,3.963750,3.964130
1290.500000,3.963750,3.964232
1290.750000,3.963750,3.964032
1291.000000,3.963750,3.964122
1291.250000,3.963750,3.963904
1291.500000,3.963750,3.963963
1291.750000,3.963750,3.963629
1292.000000,3.963750,3.964049
1292.250000,3.963750,3.963531
1292.500000,3.963750,3.963905
1292.750000,3.963750,3.963821
1293.000000,3.963750,3.964121
1293.250000,3.963750,3.963638
1293.500000,3.963750,3.963397
1293.750000,3.963750,3.963877
1294.000000,3.963750,3.964081
1294.250000,3.963750,3.963478
1294.500000,3.963750,3.963831
1294.750000,3.963750,3.963469
1295.000000,3.963750,3.963311
1295.250000,3.963750,3.963499
1295.500000,3.963750,3.963261
1295.750000,3.963750,3.963373
1296.000000,3.963750,3.963300
1296.250000,3.963750,3.963843
1296.500000,3.963750,3.964105
1296.750000,3.963750,3.963648
1297.000000,3.963750,3.963553
1297.250000,3.963750,3.963738
1297.500000,3.963750,3.963520
1297.750000,3.963750,3.963813
1298.000000,3.963750,3.963487
1298.250000,3.963750,3.963514
1298.500000,3.963750,3.963667
1298.750000,3.963750,3.963806
1299.000000,3.963750,3.963577
1299.250000,3.963750,3.963682
1299.500000,3.963750,3.963489
1299.750000,3.963750,3.963789
1300.000000,3.963750,3.963853
1300.250000,3.963750,3.963325
1300.500000,3.963750,3.963767
1300.750000,3.963750,3.964039
1301.000000,3.963750,3.963519
1301.250000,3.963750,3.963345
1301.500000,3.963750,3.964133
1301.750000,3.963750,3.963704
1302.000000,3.963750,3.963277
1302.250000,3.963750,3.963422
1302.500000,3.963750,3.963349
1302.750000,3.963750,3.964107
1303.000000,3.963750,3.963937
1303.250000,3.963750,3.963839
1303.500000,3.963750,3.963926
1303.750000,3.963750,3.964239
1304.000000,3.963750,3.963360
1304.250000,3.963750,3.964134
1304.500000,3.963750,3.963949
1304.750000,3.963750,3.964098
1305.000000,3.963750,3.964060
1305.250000,3.963750,3.964096
1305.500000,3.963750,3.963757
1305.750000,3.963750,3.963272
1306.000000,3.963750,3.963894
1306.250000,3.963750,3.964031
1306.500000,3.963750,3.964229
1306.750000,3.963750,3.963803
1307.000000,3.963750,3.964177
1307.250000,3.963750,3.963579
1307.500000,3.963750,3.963538
1307.750000,3.963750,3.963648
1308.000000,3.963750,3.963974
1308.250000,3.963750,3.964022
1308.500000,3.963750,3.963571
1308.750000,3.963750,3.963880
1309.000000,3.963750,3.964034
1309.250000,3.963750,3.963906
1309.500000,3.963750,3.963941
1309.750000,3.963750,3.964155
1310.000000,3.963750,3.963712
1310.250000,3.963750,3.963699
1310.500000,3.963750,3.963964
1310.750000,3.963750,3.964184
1311.000000,3.963750,3.963939
1311.250000,3.963750,3.963895
1311.500000,3.963750,3.964030
1311.750000,3.963750,3.963445
1312.000000,3.963750,3.964011
1312.250000,3.963750,3.963419
1312.500000,3.963750,3.963507
1312.750000,3.963750,3.964074
1313.000000,3.963750,3.963957
1313.250000,3.963750,3.963653
1313.500000,3.963750,3.964173
1313.750000,3.963750,3.964151
1314.000000,3.963750,3.963360
1314.250000,3.963750,3.963768
1314.500000,3.963750,3.963918
1314.750000,3.963750,3.963727
1315.000000,3.963750,3.963514
1315.250000,3.963750,3.963558
1315.500000,3.963750,3.964246
1315.750000,3.963750,3.963292
1316.000000,3.963750,3.963460
1316.250000,3.963750,3.964060
1316.500000,3.963750,3.963712
1316.750000,3.963750,3.964190
1317.000000,3.963750,3.964140
1317.250000,3.963750,3.964243
1317.500000,3.963750,3.963395
1317.750000,3.963750,3.964046
1318.000000,3.963750,3.963635
1318.250000,3.963750,3.963867
1318.500000,3.963750,3.963665
1318.750000,3.963750,3.963709
1319.000000,3.963750,3.963634
1319.250000,3.963750,3.964210
1319.500000,3.963750,3.963621
1319.750000,3.963750,3.963619
1320.000000,3.963750,3.963364
1320.250000,3.963750,3.964102
1320.500000,3.963750,3.963647
1320.750000,3.963750,3.963697
1321.000000,3.963750,3.963645
1321.250000,3.963750,3.963402
1321.500000,3.963750,3.963860
1321.750000,3.963750,3.964121
1322.000000,3.963750,3.963691
1322.250000,3.963750,3.964228
1322.500000,3.963750,3.964201
1322.750000,3.963750,3.963863
1323.000000,3.963750,3.963512
1323.250000,3.963750,3.964133
1323.500000,3.963750,3.963759
1323.750000,3.963750,3.963591
1324.000000,3.963750,3.963427
1324.250000,3.963750,3.963721
1324.500000,3.963750,3.963403
1324.750000,3.963750,3.963354
1325.000000,3.963750,3.963555
1325.250000,3.963750,3.964142
1325.500000,3.963750,3.963901
1325.750000,3.963750,3.964207
1326.000000,3.963750,3.963667
1326.250000,3.963750,3.963687
1326.500000,3.963750,3.963714
1326.750000,3.963750,3.964124
1327.000000,3.963750,3.963866
1327.250000,3.963750,3.963300
1327.500000,3.963750,3.963786
1327.750000,3.963750,3.963428
1328.000000,3.963750,3.964068
1328.250000,3.963750,3.964093
1328.500000,3.963750,3.963940
1328.750000,3.963750,3.963995
1329.000000,3.963750,3.963399
1329.250000,3.963750,3.963753
1329.500000,3.963750,3.963917
1329.750000,3.963750,3.963322
1330.000000,3.963750,3.963935
1330.250000,3.963750,3.963699
1330.500000,3.963750,3.964215
1330.750000,3.963750,3.963737
1331.000000,3.963750,3.964136
1331.250000,3.963750,3.963914
1331.500000,3.963750,3.963399
1331.750000,3.963750,3.963760
1332.000000,3.963750,3.963458
1332.250000,3.963750,3.963636
1332.500000,3.963750,3.963388
1332.750000,3.963750,3.964009
1333.000000,3.963750,3.963380
1333.250000,3.963750,3.964144
1333.500000,3.963750,3.964248
1333.750000,3.963750,3.964099
1334.000000,3.963750,3.964124
1334.250000,3.963750,3.963777
1334.500000,3.963750,3.963922
1334.750000,3.963750,3.964166
1335.000000,3.963750,3.963548
1335.250000,3.963750,3.963595
1335.500000,3.963750,3.963474
1335.750000,3.963750,3.963992
1336.000000,3.963750,3.963984
1336.250000,3.963750,3.964129
1336.500000,3.963750,3.964162
1336.750000,3.963750,3.964223
1337.000000,3.963750,3.963805
1337.250000,3.963750,3.963564
1337.500000,3.963750,3.963563
1337.750000,3.963750,3.963476
1338.000000,3.963750,3.963743
1338.250000,3.963750,3.963318
1338.500000,3.963750,3.963678
1338.750000,3.963750,3.963701
1339.000000,3.963750,3.964039
1339.250000,3.963750,3.963831
1339.500000,3.963750,3.963579
1339.750000,3.963750,3.963479
1340.000000,3.963750,3.963909
1340.250000,3.963750,3.963995
1340.500000,3.963750,3.963487
1340.750000,3.963750,3.963506
1341.000000,3.963750,3.963935
1341.250000,3.963750,3.963763
1341.500000,3.963750,3.963829
1341.750000,3.963750,3.963996
1342.000000,3.963750,3.963781
1342.250000,3.963750,3.963846
1342.500000,3.963750,3.964097
1342.750000,3.963750,3.963822
1343.000000,3.963750,3.963356
1343.250000,3.963750,3.963911
1343.500000,3.963750,3.964221
1343.750000,3.963750,3.964009
1344.000000,3.963750,3.964145
1344.250000,3.963750,3.963530
1344.500000,3.963750,3.964127
1344.750000,3.963750,3.963482
1345.000000,3.963750,3.963898
1345.250000,3.963750,3.963680
1345.500000,3.963750,3.964043
1345.750000,3.963750,3.963470
1346.000000,3.963750,3.964018
1346.250000,3.963750,3.964107
1346.500000,3.963750,3.964176
1346.750000,3.963750,3.964004
1347.000000,3.963750,3.964162
1347.250000,3.963750,3.963969
1347.500000,3.963750,3.963644
1347.750000,3.963750,3.963836
1348.000000,3.963750,3.963280
1348.250000,3.963750,3.964204
1348.500000,3.963750,3.963852
1348.750000,3.963750,3.963901
1349.000000,3.963750,3.963854
1349.250000,3.963750,3.963278
1349.500000,3.963750,3.963910
1349.750000,3.963750,3.963272
1350.000000,3.963750,3.963949
1350.250000,3.963750,3.963779
1350.500000,3.963750,3.963325
1350.750000,3.963750,3.963681
1351.000000,3.963750,3.963500
1351.250000,3.963750,3.963741
1351.500000,3.963750,3.964155
1351.750000,3.963750,3.963626
1352.000000,3.963750,3.963424
1352.250000,3.963750,3.963417
1352.500000,3.963750,3.963826
1352.750000,3.963750,3.963289
1353.000000,3.963750,3.964227
1353.250000,3.963750,3.963422
1353.500000,3.963750,3.964084
1353.750000,3.963750,3.963972
1354.000000,3.963750,3.963932
1354.250000,3.963750,3.963880
1354.500000,3.963750,3.963559
1354.750000,3.963750,3.963873
1355.000000,3.963750,3.963530
1355.250000,3.963750,3.963915
1355.500000,3.963750,3.963603
1355.750000,3.963750,3.963616
1356.000000,3.963750,3.963897
1356.250000,3.963750,3.964038
1356.500000,3.963750,3.963680
1356.750000,3.963750,3.963418
1357.000000,3.963750,3.963270
1357.250000,3.963750,3.963884
1357.500000,3.963750,3.963274
1357.750000,3.963750,3.964128
1358.000000,3.963750,3.963965
1358.250000,3.963750,3.963850
1358.500000,3.963750,3.964205
1358.750000,3.963750,3.963268
1359.000000,3.963750,3.963522
1359.250000,3.963750,3.963862
1359.500000,3.963750,3.963653
1359.750000,3.963750,3.964060
1360.000000,3.963750,3.964240
1360.250000,3.963750,3.963760
1360.500000,3.963750,3.963648
1360.750000,3.963750,3.963871
1361.000000,3.963750,3.963592
1361.250000,3.963750,3.963636
1361.500000,3.963750,3.963714
1361.750000,3.963750,3.963498
1362.000000,3.963750,3.963608
1362.250000,3.963750,3.963343
1362.500000,3.963750,3.963316
1362.750000,3.963750,3.963797
1363.000000,3.963750,3.963441
1363.250000,3.963750,3.963591
1363.500000,3.963750,3.963603
1363.750000,3.963750,3.964113
1364.000000,3.963750,3.963899
1364.250000,3.963750,3.963382
1364.500000,3.963750,3.963720
1364.750000,3.963750,3.963923
1365.000000,3.963750,3.963615
1365.250000,3.963750,3.963810
1365.500000,3.963750,3.963377
1365.750000,3.963750,3.964022
1366.000000,3.963750,3.963333
1366.250000,3.963750,3.964257
1366.500000,3.963750,3.963800
1366.750000,3.963750,3.964227
1367.000000,3.963750,3.964138
1367.250000,3.963750,3.963927
1367.500000,3.963750,3.963393
1367.750000,3.963750,3.963517
1368.000000,3.963750,3.963799
1368.250000,3.963750,3.963626
1368.500000,3.963750,3.963610
1368.750000,3.963750,3.964083
1369.000000,3.963750,3.963421
1369.250000,3.963750,3.964078
1369.500000,3.963750,3.963292
1369.750000,3.963750,3.963411
1370.000000,3.963750,3.963517
1370.250000,3.963750,3.963667
1370.500000,3.963750,3.963396
1370.750000,3.963750,3.963887
1371.000000,3.963750,3.963469
1371.250000,3.963750,3.963487
1371.500000,3.963750,3.963793
1371.750000,3.963750,3.964025
1372.000000,3.963750,3.963307
1372.250000,3.963750,3.964097
1372.500000,3.963750,3.964059
1372.750000,3.963750,3.963547
1373.000000,3.963750,3.964112
1373.250000,3.963750,3.963871
1373.500000,3.963750,3.963585
1373.750000,3.963750,3.963328
1374.000000,3.963750,3.964096
1374.250000,3.963750,3.963430
1374.500000,3.963750,3.963296
1374.750000,3.963750,3.963572
1375.000000,3.963750,3.963926
1375.250000,3.963750,3.963490
1375.500000,3.963750,3.963521
1375.750000,3.963750,3.963557
1376.000000,3.963750,3.963965
1376.250000,3.963750,3.964094
1376.500000,3.963750,3.963767
1376.750000,3.963750,3.964146
1377.000000,3.963750,3.964049
1377.250000,3.963750,3.963508
1377.500000,3.963750,3.963675
1377.750000,3.963750,3.963806
1378.000000,3.963750,3.963309
1378.250000,3.963750,3.963320
1378.500000,3.963750,3.963464
1378.750000,3.963750,3.963952
1379.000000,3.963750,3.964010
1379.250000,3.963750,3.964172
1379.500000,3.963750,3.964203
1379.750000,3.963750,3.964150
1380.000000,3.963750,3.963849
1380.250000,3.963750,3.964101
1380.500000,3.963750,3.964192
