t,V_batt,V_fgic
3256.750000,3.765417,3.765496
3257.000000,3.765417,3.765022
3257.250000,3.765417,3.765407
3257.500000,3.765417,3.765186
3257.750000,3.765417,3.765842
3258.000000,3.765417,3.765767
3258.250000,3.765417,3.765791
3258.500000,3.765417,3.765300
3258.750000,3.765417,3.765577
3259.000000,3.765417,3.765001
3259.250000,3.765417,3.765232
3259.500000,3.765417,3.765713
3259.750000,3.765417,3.765311
3260.000000,3.765417,3.765355
3260.250000,3.765417,3.765374
3260.500000,3.765417,3.765234
3260.750000,3.765417,3.765326
3261.000000,3.765417,3.765020
3261.250000,3.765417,3.765799
3261.500000,3.765417,3.765556
3261.750000,3.765417,3.765514
3262.000000,3.765417,3.765617
3262.250000,3.765417,3.765638
3262.500000,3.765417,3.765791
3262.750000,3.765417,3.764938
3263.000000,3.765417,3.765768
3263.250000,3.765417,3.765731
3263.500000,3.765417,3.765531
3263.750000,3.765417,3.765479
3264.000000,3.765417,3.765632
3264.250000,3.765417,3.765088
3264.500000,3.765417,3.765417
3264.750000,3.765417,3.765713
3265.000000,3.765417,3.765457
3265.250000,3.765417,3.765909
3265.500000,3.765417,3.764984
3265.750000,3.765417,3.765523
3266.000000,3.765417,3.765391
3266.250000,3.765417,3.764961
3266.500000,3.765417,3.765883
3266.750000,3.765417,3.765232
3267.000000,3.765417,3.765313
3267.250000,3.765417,3.765912
3267.500000,3.765417,3.765413
3267.750000,3.765417,3.765245
3268.000000,3.765417,3.765856
3268.250000,3.765417,3.765552
3268.500000,3.765417,3.765732
3268.750000,3.765417,3.765490
3269.000000,3.765417,3.765698
3269.250000,3.765417,3.764986
3269.500000,3.765417,3.764941
3269.750000,3.765417,3.765254
3270.000000,3.765417,3.765635
3270.250000,3.765417,3.764948
3270.500000,3.765417,3.765206
3270.750000,3.765417,3.765249
3271.000000,3.765417,3.765883
3271.250000,3.765417,3.765710
3271.500000,3.765417,3.765286
3271.750000,3.765417,3.765313
3272.000000,3.765417,3.764956
3272.250000,3.765417,3.765703
3272.500000,3.765417,3.765340
3272.750000,3.765417,3.765400
3273.000000,3.765417,3.765862
3273.250000,3.765417,3.765784
3273.500000,3.765417,3.765763
3273.750000,3.765417,3.765262
3274.000000,3.765417,3.765316
3274.250000,3.765417,3.765880
3274.500000,3.765417,3.765262
3274.750000,3.765417,3.765847
3275.000000,3.765417,3.765619
3275.250000,3.765417,3.765066
3275.500000,3.765417,3.765505
3275.750000,3.765417,3.765865
3276.000000,3.765417,3.765771
3276.250000,3.765417,3.765028
3276.500000,3.765417,3.765200
3276.750000,3.765417,3.765057
3277.000000,3.765417,3.765660
3277.250000,3.765417,3.765022
3277.500000,3.765417,3.765471
3277.750000,3.765417,3.765714
3278.000000,3.765417,3.765774
3278.250000,3.765417,3.764929
3278.500000,3.765417,3.765502
3278.750000,3.765417,3.765450
3279.000000,3.765417,3.765555
3279.250000,3.765417,3.765177
3279.500000,3.765417,3.765702
3279.750000,3.765417,3.765160
3280.000000,3.765417,3.765326
3280.250000,3.765417,3.765615
3280.500000,3.765417,3.765500
3280.750000,3.765417,3.765915
3281.000000,3.765417,3.765718
3281.250000,3.765417,3.765746
3281.500000,3.765417,3.765335
3281.750000,3.765417,3.765874
3282.000000,3.765417,3.765316
3282.250000,3.765417,3.764997
3282.500000,3.765417,3.765836
3282.750000,3.765417,3.765528
3283.000000,3.765417,3.765210
3283.250000,3.765417,3.765462
3283.500000,3.765417,3.765222
3283.750000,3.765417,3.765335
3284.000000,3.765417,3.765901
3284.250000,3.765417,3.765194
3284.500000,3.765417,3.765346
3284.750000,3.765417,3.765088
3285.000000,3.765417,3.765516
3285.250000,3.765417,3.765173
3285.500000,3.765417,3.765848
3285.750000,3.765417,3.765387
3286.000000,3.765417,3.765793
3286.250000,3.765417,3.765642
3286.500000,3.765417,3.765456
3286.750000,3.765417,3.765865
3287.000000,3.765417,3.765117
3287.250000,3.765417,3.764988
3287.500000,3.765417,3.765712
3287.750000,3.765417,3.765688
3288.000000,3.765417,3.765605
3288.250000,3.765417,3.765036
3288.500000,3.765417,3.764969
3288.750000,3.765417,3.765195
3289.000000,3.765417,3.765535
3289.250000,3.765417,3.765395
3289.500000,3.765417,3.765724
3289.750000,3.765417,3.765910
3290.000000,3.765417,3.765023
3290.250000,3.765417,3.764973
3290.500000,3.765417,3.765362
3290.750000,3.765417,3.765472
3291.000000,3.765417,3.765840
3291.250000,3.765417,3.765762
3291.500000,3.765417,3.765644
3291.750000,3.765417,3.765462
3292.000000,3.765417,3.765483
3292.250000,3.765417,3.765126
3292.500000,3.765417,3.765553
3292.750000,3.765417,3.765351
3293.000000,3.765417,3.765767
3293.250000,3.765417,3.765724
3293.500000,3.765417,3.765680
3293.750000,3.765417,3.765504
3294.000000,3.765417,3.765909
3294.250000,3.765417,3.765426
3294.500000,3.765417,3.764992
3294.750000,3.765417,3.765797
3295.000000,3.765417,3.765904
3295.250000,3.765417,3.765098
3295.500000,3.765417,3.765139
3295.750000,3.765417,3.765708
3296.000000,3.765417,3.765912
3296.250000,3.765417,3.765795
3296.500000,3.765417,3.765625
3296.750000,3.765417,3.765011
3297.000000,3.765417,3.765420
3297.250000,3.765417,3.765652
3297.500000,3.765417,3.765687
3297.750000,3.765417,3.765625
3298.000000,3.765417,3.765510
3298.250000,3.765417,3.765778
3298.500000,3.765417,3.764975
3298.750000,3.765417,3.765014
3299.000000,3.765417,3.765730
3299.250000,3.765417,3.765841
3299.500000,3.765417,3.765882
3299.750000,3.765417,3.765410
3300.000000,3.765417,3.765625
3300.250000,3.765417,3.765152
3300.500000,3.765417,3.765416
3300.750000,3.765417,3.765258
3301.000000,3.765417,3.765474
3301.250000,3.765417,3.765819
3301.500000,3.765417,3.765870
3301.750000,3.765417,3.765608
3302.000000,3.765417,3.765533
3302.250000,3.765417,3.765710
3302.500000,3.765417,3.765010
3302.750000,3.765417,3.765408
3303.000000,3.765417,3.765078
3303.250000,3.765417,3.765230
3303.500000,3.765417,3.765647
3303.750000,3.765417,3.765314
3304.000000,3.765417,3.765099
3304.250000,3.765417,3.765700
3304.500000,3.765417,3.765203
3304.750000,3.765417,3.765101
3305.000000,3.765417,3.765118
3305.250000,3.765417,3.765016
3305.500000,3.765417,3.765494
3305.750000,3.765417,3.765132
3306.000000,3.765417,3.765784
3306.250000,3.765417,3.765498
3306.500000,3.765417,3.765359
3306.750000,3.765417,3.765172
3307.000000,3.765417,3.765851
3307.250000,3.765417,3.765350
3307.500000,3.765417,3.765154
3307.750000,3.765417,3.764960
3308.000000,3.765417,3.764993
3308.250000,3.765417,3.765743
3308.500000,3.765417,3.765542
3308.750000,3.765417,3.764937
3309.000000,3.765417,3.765820
3309.250000,3.765417,3.765134
3309.500000,3.765417,3.765562
3309.750000,3.765417,3.765708
3310.000000,3.765417,3.765357
3310.250000,3.765417,3.765593
3310.500000,3.765417,3.765896
3310.750000,3.765417,3.765417
3311.000000,3.765417,3.765462
3311.250000,3.765417,3.765750
3311.500000,3.765417,3.765669
3311.750000,3.765417,3.765390
3312.000000,3.765417,3.765687
3312.250000,3.765417,3.765836
3312.500000,3.765417,3.765012
3312.750000,3.765417,3.765405
3313.000000,3.765417,3.765105
3313.250000,3.765417,3.765681
3313.500000,3.765417,3.765336
3313.750000,3.765417,3.764929
3314.000000,3.765417,3.765030
3314.250000,3.765417,3.765073
3314.500000,3.765417,3.765303
3314.750000,3.765417,3.765644
3315.000000,3.765417,3.765520
3315.250000,3.765417,3.765158
3315.500000,3.765417,3.765592
3315.750000,3.765417,3.765887
3316.000000,3.765417,3.765861
3316.250000,3.765417,3.765129
3316.500000,3.765417,3.765701
3316.750000,3.765417,3.765472
3317.000000,3.765417,3.765649
3317.250000,3.765417,3.765866
3317.500000,3.765417,3.765905
3317.750000,3.765417,3.765197
3318.000000,3.765417,3.765407
3318.250000,3.765417,3.765505
3318.500000,3.765417,3.764981
3318.750000,3.765417,3.765371
3319.000000,3.765417,3.765498
3319.250000,3.765417,3.765105
3319.500000,3.765417,3.765653
3319.750000,3.765417,3.765905
3320.000000,3.765417,3.765769
3320.250000,3.765417,3.765330
3320.500000,3.765417,3.765067
3320.750000,3.765417,3.765159
3321.000000,3.765417,3.765358
3321.250000,3.765417,3.765075
3321.500000,3.765417,3.765312
3321.750000,3.765417,3.765172
3322.000000,3.765417,3.765801
3322.250000,3.765417,3.765577
3322.500000,3.765417,3.765215
3322.750000,3.765417,3.765310
3323.000000,3.765417,3.765093
3323.250000,3.765417,3.765228
3323.500000,3.765417,3.765676
3323.750000,3.765417,3.765371
3324.000000,3.765417,3.765515
3324.250000,3.765417,3.765883
3324.500000,3.765417,3.765020
3324.750000,3.765417,3.765649
3325.000000,3.765417,3.765709
3325.250000,3.765417,3.765179
3325.500000,3.765417,3.765328
3325.750000,3.765417,3.765637
3326.000000,3.765417,3.765685
3326.250000,3.765417,3.765527
3326.500000,3.765417,3.765607
3326.750000,3.765417,3.765497
3327.000000,3.765417,3.765376
3327.250000,3.765417,3.764969
3327.500000,3.765417,3.765256
3327.750000,3.765417,3.765078
3328.000000,3.765417,3.765839
3328.250000,3.765417,3.765681
3328.500000,3.765417,3.765834
3328.750000,3.765417,3.765730
3329.000000,3.765417,3.765518
3329.250000,3.765417,3.765583
3329.500000,3.765417,3.765170
3329.750000,3.765417,3.765154
3330.000000,3.765417,3.765185
3330.250000,3.765417,3.765551
3330.500000,3.765417,3.765635
3330.750000,3.765417,3.765605
3331.000000,3.765417,3.765761
3331.250000,3.765417,3.765852
3331.500000,3.765417,3.765322
3331.750000,3.765417,3.765759
3332.000000,3.765417,3.765120
3332.250000,3.765417,3.765497
3332.500000,3.765417,3.765614
3332.750000,3.765417,3.765254
3333.000000,3.765417,3.765668
3333.250000,3.765417,3.765258
3333.500000,3.765417,3.765734
3333.750000,3.765417,3.765854
3334.000000,3.765417,3.765219
3334.250000,3.765417,3.765509
3334.500000,3.765417,3.765295
3334.750000,3.765417,3.765026
3335.000000,3.765417,3.765744
3335.250000,3.765417,3.765779
3335.500000,3.765417,3.765283
3335.750000,3.765417,3.765167
3336.000000,3.765417,3.765186
3336.250000,3.765417,3.765247
3336.500000,3.765417,3.765153
3336.750000,3.765417,3.765494
3337.000000,3.765417,3.764929
3337.250000,3.765417,3.765699
3337.500000,3.765417,3.765034
3337.750000,3.765417,3.765192
3338.000000,3.765417,3.765796
3338.250000,3.765417,3.765556
3338.500000,3.765417,3.765150
3338.750000,3.765417,3.765413
3339.000000,3.765417,3.765268
3339.250000,3.765417,3.765111
3339.500000,3.765417,3.765775
3339.750000,3.765417,3.765452
3340.000000,3.765417,3.765713
3340.250000,3.765417,3.765246
3340.500000,3.765417,3.765379
3340.750000,3.765417,3.765852
3341.000000,3.765417,3.764997
3341.250000,3.765417,3.765622
3341.500000,3.765417,3.765655
3341.750000,3.765417,3.765387
3342.000000,3.765417,3.765401
3342.250000,3.765417,3.765066
3342.500000,3.765417,3.765480
3342.750000,3.765417,3.765460
3343.000000,3.765417,3.765860
3343.250000,3.765417,3.765035
3343.500000,3.765417,3.765224
3343.750000,3.765417,3.765688
3344.000000,3.765417,3.765747
3344.250000,3.765417,3.765626
3344.500000,3.765417,3.765892
3344.750000,3.765417,3.765550
3345.000000,3.765417,3.765369
3345.250000,3.765417,3.765460
3345.500000,3.765417,3.765086
3345.750000,3.765417,3.765118
3346.000000,3.765417,3.765184
3346.250000,3.765417,3.765509
3346.500000,3.765417,3.765579
3346.750000,3.765417,3.765735
3347.000000,3.765417,3.765161
3347.250000,3.765417,3.765705
3347.500000,3.765417,3.765892
3347.750000,3.765417,3.765510
3348.000000,3.765417,3.765878
3348.250000,3.765417,3.765448
3348.500000,3.765417,3.765145
3348.750000,3.765417,3.765041
3349.000000,3.765417,3.765830
3349.250000,3.765417,3.765242
3349.500000,3.765417,3.765736
3349.750000,3.765417,3.765788
3350.000000,3.765417,3.765536
3350.250000,3.765417,3.765535
3350.500000,3.765417,3.765317
3350.750000,3.765417,3.765817
3351.000000,3.765417,3.765142
3351.250000,3.765417,3.765589
3351.500000,3.765417,3.765921
3351.750000,3.765417,3.764957
3352.000000,3.765417,3.765396
3352.250000,3.765417,3.765205
3352.500000,3.765417,3.765005
3352.750000,3.765417,3.765240
3353.000000,3.765417,3.765444
3353.250000,3.765417,3.765775
3353.500000,3.765417,3.765424
3353.750000,3.765417,3.765649
3354.000000,3.765417,3.765033
3354.250000,3.765417,3.765227
3354.500000,3.765417,3.765040
3354.750000,3.765417,3.765706
3355.000000,3.765417,3.765003
3355.250000,3.765417,3.765896
3355.500000,3.765417,3.764969
3355.750000,3.765417,3.765173
3356.000000,3.765417,3.765029
3356.250000,3.765417,3.765756
3356.500000,3.765417,3.765468
3356.750000,3.765417,3.765069
3357.000000,3.765417,3.765874
3357.250000,3.765417,3.765693
3357.500000,3.765417,3.765387
3357.750000,3.765417,3.765567
3358.000000,3.765417,3.765841
3358.250000,3.765417,3.765599
3358.500000,3.765417,3.765732
3358.750000,3.765417,3.765454
3359.000000,3.765417,3.765429
3359.250000,3.765417,3.765650
3359.500000,3.765417,3.765148
3359.750000,3.765417,3.765392
3360.000000,3.765417,3.765661
3360.250000,3.765417,3.765032
3360.500000,3.765417,3.765820
3360.750000,3.765417,3.765542
3361.000000,3.765417,3.765045
3361.250000,3.765417,3.765827
3361.500000,3.765417,3.765611
3361.750000,3.765417,3.765502
3362.000000,3.765417,3.765801
3362.250000,3.765417,3.765621
3362.500000,3.765417,3.765743
3362.750000,3.765417,3.765243
3363.000000,3.765417,3.765090
3363.250000,3.765417,3.765327
3363.500000,3.765417,3.765201
3363.750000,3.765417,3.765814
3364.000000,3.765417,3.764997
3364.250000,3.765417,3.765290
3364.500000,3.765417,3.765836
3364.750000,3.765417,3.765582
3365.000000,3.765417,3.765294
3365.250000,3.765417,3.765432
3365.500000,3.765417,3.765638
3365.750000,3.765417,3.765826
3366.000000,3.765417,3.765669
3366.250000,3.765417,3.764972
3366.500000,3.765417,3.765264
3366.750000,3.765417,3.765046
3367.000000,3.765417,3.765043
3367.250000,3.765417,3.765474
3367.500000,3.765417,3.765806
3367.750000,3.765417,3.765772
3368.000000,3.765417,3.765478
3368.250000,3.765417,3.765819
3368.500000,3.765417,3.765409
3368.750000,3.765417,3.765366
3369.000000,3.765417,3.765593
3369.250000,3.765417,3.765772
3369.500000,3.765417,3.765479
3369.750000,3.765417,3.765588
3370.000000,3.765417,3.765793
3370.250000,3.765417,3.765911
3370.500000,3.765417,3.765257
3370.750000,3.765417,3.764997
3371.000000,3.765417,3.765530
3371.250000,3.765417,3.765130
3371.500000,3.765417,3.765685
3371.750000,3.765417,3.765265
3372.000000,3.765417,3.765233
3372.250000,3.765417,3.765498
3372.500000,3.765417,3.765716
3372.750000,3.765417,3.765254
3373.000000,3.765417,3.765617
3373.250000,3.765417,3.765518
3373.500000,3.765417,3.765855
3373.750000,3.765417,3.765372
3374.000000,3.765417,3.765113
3374.250000,3.765417,3.765417
3374.500000,3.765417,3.765403
3374.750000,3.765417,3.765188
3375.000000,3.765417,3.765318
3375.250000,3.765417,3.765673
3375.500000,3.765417,3.765099
3375.750000,3.765417,3.765146
3376.000000,3.765417,3.765707
3376.250000,3.765417,3.765265
3376.500000,3.765417,3.765259
3376.750000,3.765417,3.765355
3377.000000,3.765417,3.765399
3377.250000,3.765417,3.764944
3377.500000,3.765417,3.765651
3377.750000,3.765417,3.765386
3378.000000,3.765417,3.765134
3378.250000,3.765417,3.765225
3378.500000,3.765417,3.765729
3378.750000,3.765417,3.765250
3379.000000,3.765417,3.764991
3379.250000,3.765417,3.765709
3379.500000,3.765417,3.765743
3379.750000,3.765417,3.765399
3380.000000,3.765417,3.765249
3380.250000,3.765417,3.765081
3380.500000,3.765417,3.765224
3380.750000,3.765417,3.765367
3381.000000,3.765417,3.765103
3381.250000,3.765417,3.765360
3381.500000,3.765417,3.765584
3381.750000,3.765417,3.764960
3382.000000,3.765417,3.764980
3382.250000,3.765417,3.765121
3382.500000,3.765417,3.765643
3382.750000,3.765417,3.764940
3383.000000,3.765417,3.765756
3383.250000,3.765417,3.765264
3383.500000,3.765417,3.765684
3383.750000,3.765417,3.765796
3384.000000,3.765417,3.764939
3384.250000,3.765417,3.765445
3384.500000,3.765417,3.765741
3384.750000,3.765417,3.765301
3385.000000,3.765417,3.765141
3385.250000,3.765417,3.764985
3385.500000,3.765417,3.765293
3385.750000,3.765417,3.765272
3386.000000,3.765417,3.765220
3386.250000,3.765417,3.764939
3386.500000,3.765417,3.765754
3386.750000,3.765417,3.765728
3387.000000,3.765417,3.765644
3387.250000,3.765417,3.765317
3387.500000,3.765417,3.765221
3387.750000,3.765417,3.765677
3388.000000,3.765417,3.765841
3388.250000,3.765417,3.765008
3388.500000,3.765417,3.765620
3388.750000,3.765417,3.765853
3389.000000,3.765417,3.765140
3389.250000,3.765417,3.765140
3389.500000,3.765417,3.765884
3389.750000,3.765417,3.765428
3390.000000,3.765417,3.764964
3390.250000,3.765417,3.765210
3390.500000,3.765417,3.765179
3390.750000,3.765417,3.765700
3391.000000,3.765417,3.765110
3391.250000,3.765417,3.765167
3391.500000,3.765417,3.765741
3391.750000,3.765417,3.765843
3392.000000,3.765417,3.764992
3392.250000,3.765417,3.765002
3392.500000,3.765417,3.765248
3392.750000,3.765417,3.764944
3393.000000,3.765417,3.765150
3393.250000,3.765417,3.765231
3393.500000,3.765417,3.765534
3393.750000,3.765417,3.765351
3394.000000,3.765417,3.765696
3394.250000,3.765417,3.765396
3394.500000,3.765417,3.765253
3394.750000,3.765417,3.764985
3395.000000,3.765417,3.764981
3395.250000,3.765417,3.765537
3395.500000,3.765417,3.765404
3395.750000,3.765417,3.765495
3396.000000,3.765417,3.765892
3396.250000,3.765417,3.765287
3396.500000,3.765417,3.765606
3396.750000,3.765417,3.765064
3397.000000,3.765417,3.765872
3397.250000,3.765417,3.764990
3397.500000,3.765417,3.765918
3397.750000,3.765417,3.765694
3398.000000,3.765417,3.765601
3398.250000,3.765417,3.765894
3398.500000,3.765417,3.765344
3398.750000,3.765417,3.765136
3399.000000,3.765417,3.765510
3399.250000,3.765417,3.765281
3399.500000,3.765417,3.765366
3399.750000,3.765417,3.765829
3400.000000,3.765417,3.765747
3400.250000,3.765417,3.765441
3400.500000,3.765417,3.764928
3400.750000,3.765417,3.765432
3401.000000,3.765417,3.765257
3401.250000,3.765417,3.765010
3401.500000,3.765417,3.765115
3401.750000,3.765417,3.765342
3402.000000,3.765417,3.765162
3402.250000,3.765417,3.765899
3402.500000,3.765417,3.765613
3402.750000,3.765417,3.765357
3403.000000,3.765417,3.765743
3403.250000,3.765417,3.765249
3403.500000,3.765417,3.765443
3403.750000,3.765417,3.765289
3404.000000,3.765417,3.765150
3404.250000,3.765417,3.765704
3404.500000,3.765417,3.765088
3404.750000,3.765417,3.765248
3405.000000,3.765417,3.765247
3405.250000,3.765417,3.765077
3405.500000,3.765417,3.765504
3405.750000,3.765417,3.765202
3406.000000,3.765417,3.765141
3406.250000,3.765417,3.765736
3406.500000,3.765417,3.765197
3406.750000,3.765417,3.765107
3407.000000,3.765417,3.765821
3407.250000,3.765417,3.765777
3407.500000,3.765417,3.765878
3407.750000,3.765417,3.764945
3408.000000,3.765417,3.765492
3408.250000,3.765417,3.765519
3408.500000,3.765417,3.765534
3408.750000,3.765417,3.765865
3409.000000,3.765417,3.765597
3409.250000,3.765417,3.765917
3409.500000,3.765417,3.765241
3409.750000,3.765417,3.765805
3410.000000,3.765417,3.765579
3410.250000,3.765417,3.765251
3410.500000,3.765417,3.765251
3410.750000,3.765417,3.765396
3411.000000,3.765417,3.765007
3411.250000,3.765417,3.765602
3411.500000,3.765417,3.765542
3411.750000,3.765417,3.765051
3412.000000,3.765417,3.765906
3412.250000,3.765417,3.765269
3412.500000,3.765417,3.765461
3412.750000,3.765417,3.765802
3413.000000,3.765417,3.765443
3413.250000,3.765417,3.764961
3413.500000,3.765417,3.765631
3413.750000,3.765417,3.765668
3414.000000,3.765417,3.765881
3414.250000,3.765417,3.765539
3414.500000,3.765417,3.765824
3414.750000,3.765417,3.765628
3415.000000,3.765417,3.765802
3415.250000,3.765417,3.765298
3415.500000,3.765417,3.765135
3415.750000,3.765417,3.765878
3416.000000,3.765417,3.765119
3416.250000,3.765417,3.765465
3416.500000,3.765417,3.765855
3416.750000,3.765417,3.764958
3417.000000,3.765417,3.765765
3417.250000,3.765417,3.765591
3417.500000,3.765417,3.765313
3417.750000,3.765417,3.765585
3418.000000,3.765417,3.765730
3418.250000,3.765417,3.765073
3418.500000,3.765417,3.765083
3418.750000,3.765417,3.765842
3419.000000,3.765417,3.765024
3419.250000,3.765417,3.765245
3419.500000,3.765417,3.765628
3419.750000,3.765417,3.765155
3420.000000,3.765417,3.765167
3420.250000,3.765417,3.765197
3420.500000,3.765417,3.765122
3420.750000,3.765417,3.765457
3421.000000,3.765417,3.765237
3421.250000,3.765417,3.765166
3421.500000,3.765417,3.764985
3421.750000,3.765417,3.765650
3422.000000,3.765417,3.765772
3422.250000,3.765417,3.765248
3422.500000,3.765417,3.765780
3422.750000,3.765417,3.765243
3423.000000,3.765417,3.765009
3423.250000,3.765417,3.765285
3423.500000,3.765417,3.765025
3423.750000,3.765417,3.765420
3424.000000,3.765417,3.765009
3424.250000,3.765417,3.765720
3424.500000,3.765417,3.765583
3424.750000,3.765417,3.765437
3425.000000,3.765417,3.764947
3425.250000,3.765417,3.765500
3425.500000,3.765417,3.765754
3425.750000,3.765417,3.765512
3426.000000,3.765417,3.765919
3426.250000,3.765417,3.765133
3426.500000,3.765417,3.765068
3426.750000,3.765417,3.765823
3427.000000,3.765417,3.765714
3427.250000,3.765417,3.765445
3427.500000,3.765417,3.765242
3427.750000,3.765417,3.765346
3428.000000,3.765417,3.765029
3428.250000,3.765417,3.765484
3428.500000,3.765417,3.765244
3428.750000,3.765417,3.765618
3429.000000,3.765417,3.765846
3429.250000,3.765417,3.764987
3429.500000,3.765417,3.765763
3429.750000,3.765417,3.765019
3430.000000,3.765417,3.765077
3430.250000,3.765417,3.765791
3430.500000,3.765417,3.765476
3430.750000,3.765417,3.765215
3431.000000,3.765417,3.765366
3431.250000,3.765417,3.765028
3431.500000,3.765417,3.765696
3431.750000,3.765417,3.765450
3432.000000,3.765417,3.765085
3432.250000,3.765417,3.765256
3432.500000,3.765417,3.765474
3432.750000,3.765417,3.765760
3433.000000,3.765417,3.765687
3433.250000,3.765417,3.765082
3433.500000,3.765417,3.765532
3433.750000,3.765417,3.765027
3434.000000,3.765417,3.765774
3434.250000,3.765417,3.765915
3434.500000,3.765417,3.765347
3434.750000,3.765417,3.765856
3435.000000,3.765417,3.764961
3435.250000,3.765417,3.764977
3435.500000,3.765417,3.765325
3435.750000,3.765417,3.765105
3436.000000,3.765417,3.765876
3436.250000,3.765417,3.764956
3436.500000,3.765417,3.765036
3436.750000,3.765417,3.765036
3437.000000,3.765417,3.765016
3437.250000,3.765417,3.765813
3437.500000,3.765417,3.765517
3437.750000,3.765417,3.765282
3438.000000,3.765417,3.764969
3438.250000,3.765417,3.765130
3438.500000,3.765417,3.765052
3438.750000,3.765417,3.765175
3439.000000,3.765417,3.765600
3439.250000,3.765417,3.765097
3439.500000,3.765417,3.765189
3439.750000,3.765417,3.765034
3440.000000,3.765417,3.764962
3440.250000,3.765417,3.765522
3440.500000,3.765417,3.765546
3440.750000,3.765417,3.765794
3441.000000,3.765417,3.765424
3441.250000,3.765417,3.765039
3441.500000,3.765417,3.765740
3441.750000,3.765417,3.765375
3442.000000,3.765417,3.764932
3442.250000,3.765417,3.765832
3442.500000,3.765417,3.765004
3442.750000,3.765417,3.765482
3443.000000,3.765417,3.765317
3443.250000,3.765417,3.765906
3443.500000,3.765417,3.765428
3443.750000,3.765417,3.765834
3444.000000,3.765417,3.765151
3444.250000,3.765417,3.765490
3444.500000,3.765417,3.764961
3444.750000,3.765417,3.765653
3445.000000,3.765417,3.765452
3445.250000,3.765417,3.764949
3445.500000,3.765417,3.765500
3445.750000,3.765417,3.765146
3446.000000,3.765417,3.765091
3446.250000,3.765417,3.765460
3446.500000,3.765417,3.765503
3446.750000,3.765417,3.765891
3447.000000,3.765417,3.765797
3447.250000,3.765417,3.765482
3447.500000,3.765417,3.765054
3447.750000,3.765417,3.765549
3448.000000,3.765417,3.765562
3448.250000,3.765417,3.765711
3448.500000,3.765417,3.765865
3448.750000,3.765417,3.765522
3449.000000,3.765417,3.765791
3449.250000,3.765417,3.765488
3449.500000,3.765417,3.765060
3449.750000,3.765417,3.765513
3450.000000,3.765417,3.765753
3450.250000,3.765417,3.765856
3450.500000,3.765417,3.765380
3450.750000,3.765417,3.765712
3451.000000,3.765417,3.765834
3451.250000,3.765417,3.765247
3451.500000,3.765417,3.765858
3451.750000,3.765417,3.765890
3452.000000,3.765417,3.765909
3452.250000,3.765417,3.764947
3452.500000,3.765417,3.765732
3452.750000,3.765417,3.765788
3453.000000,3.765417,3.765139
3453.250000,3.765417,3.765357
3453.500000,3.765417,3.765662
3453.750000,3.765417,3.765217
3454.000000,3.765417,3.765557
3454.250000,3.765417,3.765257
3454.500000,3.765417,3.765282
3454.750000,3.765417,3.765503
3455.000000,3.765417,3.765476
3455.250000,3.765417,3.765327
3455.500000,3.765417,3.765681
3455.750000,3.765417,3.765171
3456.000000,3.765417,3.765582
3456.250000,3.765417,3.765853
3456.500000,3.765417,3.765580
3456.750000,3.765417,3.765625
3457.000000,3.765417,3.765553
3457.250000,3.765417,3.765495
3457.500000,3.765417,3.765039
3457.750000,3.765417,3.765012
3458.000000,3.765417,3.765342
3458.250000,3.765417,3.765484
3458.500000,3.765417,3.765222
3458.750000,3.765417,3.765464
3459.000000,3.765417,3.765531
3459.250000,3.765417,3.765353
3459.500000,3.765417,3.765894
3459.750000,3.765417,3.765137
3460.000000,3.765417,3.765101
3460.250000,3.765417,3.765592
3460.500000,3.765417,3.765472
3460.750000,3.765417,3.764951
3461.000000,3.765417,3.765460
3461.250000,3.765417,3.765735
3461.500000,3.765417,3.765066
3461.750000,3.765417,3.765084
3462.000000,3.765417,3.765118
3462.250000,3.765417,3.765525
3462.500000,3.765417,3.765882
3462.750000,3.765417,3.765737
3463.000000,3.765417,3.765492
3463.250000,3.765417,3.765900
3463.500000,3.765417,3.765205
3463.750000,3.765417,3.765064
3464.000000,3.765417,3.765402
3464.250000,3.765417,3.765874
3464.500000,3.765417,3.765176
3464.750000,3.765417,3.764937
3465.000000,3.765417,3.765723
3465.250000,3.765417,3.765647
3465.500000,3.765417,3.765795
3465.750000,3.765417,3.765583
3466.000000,3.765417,3.765567
3466.250000,3.765417,3.765043
3466.500000,3.765417,3.765548
3466.750000,3.765417,3.765687
3467.000000,3.765417,3.765886
3467.250000,3.765417,3.765112
3467.500000,3.765417,3.765575
3467.750000,3.765417,3.765450
3468.000000,3.765417,3.765403
3468.250000,3.765417,3.764979
3468.500000,3.765417,3.765201
3468.750000,3.765417,3.765603
3469.000000,3.765417,3.764995
3469.250000,3.765417,3.765516
3469.500000,3.765417,3.765322
3469.750000,3.765417,3.765605
3470.000000,3.765417,3.764963
3470.250000,3.765417,3.765353
3470.500000,3.765417,3.765585
3470.750000,3.765417,3.765223
3471.000000,3.765417,3.765241
3471.250000,3.765417,3.765918
3471.500000,3.765417,3.765390
3471.750000,3.765417,3.765133
3472.000000,3.765417,3.765095
3472.250000,3.765417,3.765525
3472.500000,3.765417,3.765434
3472.750000,3.765417,3.765617
3473.000000,3.765417,3.765796
3473.250000,3.765417,3.765839
3473.500000,3.765417,3.765402
3473.750000,3.765417,3.765125
3474.000000,3.765417,3.765125
3474.250000,3.765417,3.765022
3474.500000,3.765417,3.765577
3474.750000,3.765417,3.765749
3475.000000,3.765417,3.765723
