t,I_batt,Tau_batt,Tau_fgic,C1_batt,C1_fgic
520.000000,0.000000,6.587654,6.588650,1777.797660,1776.487571
520.250000,0.000000,6.587654,6.588195,1777.797658,1777.108247
520.500000,0.000000,6.587654,6.588908,1777.797655,1776.135859
520.750000,0.000000,6.587654,6.589008,1777.797653,1776.000012
521.000000,0.000000,6.587654,6.589593,1777.797650,1775.197359
521.250000,0.000000,6.587654,6.588873,1777.797648,1776.186474
521.500000,0.000000,6.587654,6.588523,1777.797645,1776.663980
521.750000,0.000000,6.587654,6.589167,1777.797643,1775.783703
522.000000,0.000000,6.587654,6.587748,1777.797640,1777.719047
522.250000,0.000000,6.587654,6.589294,1777.797638,1775.607584
522.500000,0.000000,6.587654,6.589338,1777.797635,1775.545788
522.750000,0.000000,6.587654,6.588543,1777.797633,1776.633699
523.000000,0.000000,6.587654,6.589568,1777.797630,1775.229758
523.250000,0.000000,6.587654,6.589337,1777.797628,1775.546443
523.500000,0.000000,6.587654,6.589060,1777.797625,1775.924223
523.750000,0.000000,6.587654,6.588722,1777.797623,1776.387086
524.000000,0.000000,6.587654,6.589144,1777.797620,1775.809491
524.250000,0.000000,6.587654,6.589065,1777.797618,1775.918961
524.500000,0.000000,6.587654,6.588284,1777.797615,1776.985945
524.750000,0.000000,6.587654,6.588319,1777.797613,1776.939288
525.000000,0.000000,6.587654,6.588983,1777.797611,1776.031584
525.250000,0.000000,6.587654,6.589386,1777.797608,1775.480275
525.500000,0.000000,6.587654,6.589105,1777.797606,1775.864389
525.750000,0.000000,6.587654,6.589479,1777.797603,1775.349857
526.000000,0.000000,6.587654,6.587963,1777.797601,1777.420761
526.250000,0.000000,6.587654,6.588984,1777.797598,1776.030055
526.500000,0.000000,6.587654,6.588068,1777.797596,1777.278745
526.750000,0.000000,6.587654,6.589202,1777.797593,1775.728843
527.000000,0.000000,6.587654,6.588627,1777.797591,1776.517873
527.250000,0.000000,6.587654,6.588142,1777.797588,1777.178230
527.500000,0.000000,6.587654,6.589089,1777.797586,1775.884899
527.750000,0.000000,6.587654,6.588630,1777.797583,1776.512305
528.000000,0.000000,6.587654,6.589097,1777.797581,1775.873446
528.250000,0.000000,6.587654,6.587919,1777.797578,1777.479443
528.500000,0.000000,6.587654,6.588251,1777.797576,1777.030609
528.750000,0.000000,6.587654,6.588202,1777.797573,1777.095176
529.000000,0.000000,6.587654,6.588902,1777.797571,1776.140462
529.250000,0.000000,6.587654,6.589258,1777.797568,1775.651274
529.500000,0.000000,6.587654,6.588815,1777.797566,1776.258512
529.750000,0.000000,6.587654,6.589461,1777.797563,1775.373185
530.000000,0.000000,6.587654,6.589017,1777.797561,1775.983632
530.250000,0.000000,6.587654,6.589062,1777.797558,1775.922999
530.500000,0.000000,6.587654,6.588526,1777.797556,1776.655428
530.750000,0.000000,6.587654,6.589234,1777.797553,1775.685670
531.000000,0.000000,6.587654,6.589022,1777.797551,1775.974336
531.250000,0.000000,6.587654,6.589184,1777.797548,1775.751095
531.500000,0.000000,6.587654,6.588814,1777.797546,1776.258698
531.750000,0.000000,6.587654,6.589299,1777.797543,1775.594696
532.000000,0.000000,6.587654,6.588191,1777.797541,1777.108555
532.250000,0.000000,6.587654,6.587883,1777.797539,1777.525856
532.500000,0.000000,6.587654,6.588973,1777.797536,1776.039707
532.750000,0.000000,6.587654,6.588933,1777.797534,1776.095474
533.000000,0.000000,6.587654,6.589384,1777.797531,1775.474524
533.250000,0.000000,6.587654,6.587916,1777.797529,1777.478230
533.500000,0.000000,6.587654,6.588122,1777.797526,1777.198794
533.750000,0.000000,6.587654,6.588344,1777.797524,1776.898261
534.000000,0.000000,6.587654,6.587922,1777.797521,1777.473091
534.250000,0.000000,6.587654,6.589063,1777.797519,1775.916353
534.500000,0.000000,6.587654,6.589462,1777.797516,1775.367359
534.750000,0.000000,6.587654,6.588100,1777.797514,1777.229548
535.000000,0.000000,6.587654,6.589129,1777.797511,1775.826789
535.250000,0.000000,6.587654,6.588269,1777.797509,1777.000758
535.500000,0.000000,6.587654,6.588262,1777.797506,1777.009643
535.750000,0.000000,6.587654,6.588594,1777.797504,1776.558427
536.000000,0.000000,6.587654,6.589438,1777.797501,1775.401148
536.250000,0.000000,6.587654,6.589432,1777.797499,1775.408532
536.500000,0.000000,6.587654,6.589034,1777.797496,1775.956573
536.750000,0.000000,6.587654,6.589413,1777.797494,1775.434258
537.000000,0.000000,6.587654,6.588339,1777.797491,1776.903341
537.250000,0.000000,6.587654,6.588753,1777.797489,1776.338958
537.500000,0.000000,6.587654,6.588631,1777.797487,1776.508455
537.750000,0.000000,6.587654,6.589232,1777.797484,1775.683576
538.000000,0.000000,6.587654,6.588111,1777.797482,1777.216487
538.250000,0.000000,6.587654,6.587910,1777.797479,1777.488495
538.500000,0.000000,6.587654,6.588256,1777.797477,1777.019260
538.750000,0.000000,6.587654,6.588534,1777.797474,1776.642014
539.000000,0.000000,6.587654,6.588286,1777.797472,1776.982157
539.250000,0.000000,6.587654,6.588570,1777.797469,1776.594488
539.500000,0.000000,6.587654,6.589051,1777.797467,1775.934339
539.750000,0.000000,6.587654,6.588279,1777.797464,1776.988670
540.000000,0.000000,6.587654,6.588262,1777.797462,1777.009881
540.250000,0.000000,6.587654,6.588364,1777.797459,1776.869992
540.500000,0.000000,6.587654,6.587877,1777.797457,1777.529955
540.750000,0.000000,6.587654,6.588445,1777.797454,1776.759208
541.000000,0.000000,6.587654,6.588350,1777.797452,1776.888023
541.250000,0.000000,6.587654,6.587968,1777.797450,1777.407451
541.500000,0.000000,6.587654,6.587910,1777.797447,1777.487562
541.750000,0.000000,6.587654,6.588377,1777.797445,1776.851147
542.000000,0.000000,6.587654,6.588822,1777.797442,1776.244934
542.250000,0.000000,6.587654,6.589086,1777.797440,1775.880907
542.500000,0.000000,6.587654,6.589531,1777.797437,1775.268284
542.750000,0.000000,6.587654,6.587788,1777.797435,1777.651638
543.000000,0.000000,6.587654,6.588141,1777.797432,1777.170317
543.250000,0.000000,6.587654,6.589269,1777.797430,1775.629992
543.500000,0.000000,6.587654,6.588267,1777.797427,1776.999017
543.750000,0.000000,6.587654,6.588712,1777.797425,1776.391927
544.000000,0.000000,6.587654,6.588551,1777.797422,1776.612765
544.250000,0.000000,6.587654,6.589066,1777.797420,1775.907551
544.500000,0.000000,6.587654,6.588166,1777.797417,1777.136352
544.750000,0.000000,6.587654,6.588314,1777.797415,1776.933505
545.000000,0.000000,6.587654,6.588654,1777.797413,1776.469209
545.250000,0.000000,6.587654,6.588184,1777.797410,1777.111470
545.500000,0.000000,6.587654,6.588391,1777.797408,1776.829819
545.750000,0.000000,6.587654,6.587759,1777.797405,1777.687610
546.000000,0.000000,6.587654,6.588354,1777.797403,1776.879282
546.250000,0.000000,6.587654,6.588827,1777.797400,1776.232866
546.500000,0.000000,6.587654,6.588091,1777.797398,1777.236768
546.750000,0.000000,6.587654,6.588591,1777.797395,1776.556335
547.000000,0.000000,6.587654,6.589301,1777.797393,1775.584957
547.250000,0.000000,6.587654,6.587776,1777.797390,1777.666864
547.500000,0.000000,6.587654,6.588325,1777.797388,1776.919350
547.750000,0.000000,6.587654,6.587739,1777.797385,1777.715810
548.000000,0.000000,6.587654,6.588548,1777.797383,1776.614011
548.250000,0.000000,6.587654,6.589042,1777.797381,1775.940591
548.500000,0.000000,6.587654,6.588066,1777.797378,1777.273113
548.750000,0.000000,6.587654,6.588140,1777.797376,1777.171950
549.000000,0.000000,6.587654,6.589548,1777.797373,1775.247043
549.250000,0.000000,6.587654,6.588748,1777.797371,1776.345714
549.500000,0.000000,6.587654,6.588274,1777.797368,1776.990751
549.750000,0.000000,6.587654,6.589277,1777.797366,1775.618087
550.000000,0.000000,6.587654,6.589388,1777.797363,1775.466087
550.250000,0.000000,6.587654,6.588536,1777.797361,1776.630723
550.500000,0.000000,6.587654,6.588682,1777.797358,1776.430509
550.750000,0.000000,6.587654,6.588400,1777.797356,1776.814581
551.000000,0.000000,6.587654,6.589259,1777.797354,1775.640788
551.250000,0.000000,6.587654,6.588062,1777.797351,1777.276067
551.500000,0.000000,6.587654,6.589570,1777.797349,1775.214016
551.750000,0.000000,6.587654,6.589016,1777.797346,1775.975195
552.000000,0.000000,6.587654,6.587717,1777.797344,1777.743402
552.250000,0.000000,6.587654,6.588040,1777.797341,1777.304944
552.500000,0.000000,6.587654,6.588728,1777.797339,1776.366068
552.750000,0.000000,6.587654,6.588847,1777.797336,1776.203044
553.000000,0.000000,6.587654,6.588878,1777.797334,1776.162023
553.250000,0.000000,6.587654,6.589517,1777.797331,1775.284835
553.500000,0.000000,6.587654,6.588963,1777.797329,1776.047950
553.750000,0.000000,6.587654,6.587858,1777.797327,1777.554466
554.000000,0.000000,6.587654,6.589243,1777.797324,1775.664398
554.250000,0.000000,6.587654,6.587880,1777.797322,1777.524249
554.500000,0.000000,6.587654,6.588420,1777.797319,1776.791314
554.750000,0.000000,6.587654,6.588733,1777.797317,1776.365788
555.000000,0.000000,6.587654,6.588894,1777.797314,1776.144511
555.250000,0.000000,6.587654,6.589545,1777.797312,1775.251755
555.500000,0.000000,6.587654,6.588875,1777.797309,1776.173668
555.750000,0.000000,6.587654,6.587726,1777.797307,1777.738097
556.000000,0.000000,6.587654,6.589366,1777.797304,1775.498887
556.250000,0.000000,6.587654,6.588542,1777.797302,1776.629559
556.500000,0.000000,6.587654,6.589450,1777.797300,1775.385924
556.750000,0.000000,6.587654,6.588342,1777.797297,1776.903379
557.000000,0.000000,6.587654,6.588127,1777.797295,1777.195621
557.250000,0.000000,6.587654,6.589415,1777.797292,1775.435103
557.500000,0.000000,6.587654,6.588153,1777.797290,1777.161719
557.750000,0.000000,6.587654,6.587884,1777.797287,1777.529170
558.000000,0.000000,6.587654,6.589472,1777.797285,1775.361399
558.250000,0.000000,6.587654,6.588253,1777.797282,1777.029273
558.500000,0.000000,6.587654,6.588663,1777.797280,1776.471680
558.750000,0.000000,6.587654,6.588521,1777.797278,1776.663601
559.000000,0.000000,6.587654,6.588173,1777.797275,1777.137012
559.250000,0.000000,6.587654,6.589497,1777.797273,1775.324469
559.500000,0.000000,6.587654,6.588158,1777.797270,1777.155806
559.750000,0.000000,6.587654,6.587900,1777.797268,1777.505149
560.000000,0.000000,6.587654,6.589098,1777.797265,1775.869626
560.250000,0.000000,6.587654,6.589015,1777.797263,1775.984310
560.500000,0.000000,6.587654,6.588781,1777.797260,1776.305197
560.750000,0.000000,6.587654,6.589571,1777.797258,1775.221960
561.000000,0.000000,6.587654,6.589446,1777.797256,1775.393400
561.250000,0.000000,6.587654,6.587741,1777.797253,1777.719636
561.500000,0.000000,6.587654,6.588375,1777.797251,1776.859951
561.750000,0.000000,6.587654,6.589137,1777.797248,1775.818539
562.000000,0.000000,6.587654,6.588302,1777.797246,1776.958755
562.250000,0.000000,6.587654,6.588458,1777.797243,1776.745893
562.500000,0.000000,6.587654,6.588764,1777.797241,1776.327491
562.750000,0.000000,6.587654,6.588518,1777.797238,1776.664098
563.000000,0.000000,6.587654,6.589550,1777.797236,1775.250780
563.250000,0.000000,6.587654,6.589266,1777.797234,1775.640600
563.500000,0.000000,6.587654,6.589536,1777.797231,1775.269911
563.750000,0.000000,6.587654,6.588266,1777.797229,1777.010061
564.000000,0.000000,6.587654,6.588139,1777.797226,1777.180452
564.250000,0.000000,6.587654,6.589033,1777.797224,1737.530879
564.500000,0.000000,6.587654,6.445228,1777.797221,1739.196819
564.750000,0.000000,6.587654,6.446006,1777.797219,1738.138249
565.000000,0.000000,6.587654,6.446768,1777.797217,1737.092990
565.250000,0.000000,6.587654,6.446085,1777.797214,1738.028599
565.500000,0.000000,6.587654,6.445958,1777.797212,1738.201292
565.750000,0.000000,6.587654,6.446286,1777.797209,1737.753360
566.000000,0.000000,6.587654,6.445741,1777.797207,1738.498381
566.250000,0.000000,6.587654,6.445242,1777.797204,1739.175684
566.500000,0.000000,6.587654,6.445595,1777.797202,1738.694752
566.750000,0.000000,6.587654,6.445403,1777.797199,1738.955781
567.000000,0.000000,6.587654,6.446423,1777.797197,1737.565552
567.250000,0.000000,6.587654,6.445390,1777.797195,1738.975671
567.500000,0.000000,6.587654,6.446180,1777.797192,1737.899548
567.750000,0.000000,6.587654,6.446481,1777.797190,1737.488184
568.000000,0.000000,6.587654,6.445711,1777.797187,1738.540560
568.250000,0.000000,6.587654,6.446756,1777.797185,1737.108943
568.500000,0.000000,6.587654,6.445916,1777.797182,1738.259233
568.750000,0.000000,6.587654,6.446697,1777.797180,1737.188905
569.000000,0.000000,6.587654,6.445441,1777.797178,1738.905016
569.250000,0.000000,6.587654,6.446470,1777.797175,1737.502372
569.500000,0.000000,6.587654,6.445655,1777.797173,1738.614097
569.750000,0.000000,6.587654,6.445386,1777.797170,1738.980976
570.000000,0.000000,6.587654,6.446410,1777.797168,1737.582481
570.250000,0.000000,6.587654,6.446062,1777.797165,1738.056292
570.500000,0.000000,6.587654,6.446955,1777.797163,1736.832688
570.750000,0.000000,6.587654,6.445365,1777.797161,1739.004942
571.000000,0.000000,6.587654,6.446467,1777.797158,1737.503425
571.250000,0.000000,6.587654,6.446522,1777.797156,1737.428701
571.500000,0.000000,6.587654,6.446028,1777.797153,1738.106155
571.750000,0.000000,6.587654,6.445381,1777.797151,1738.987461
572.000000,0.000000,6.587654,6.445874,1777.797148,1738.317631
572.250000,0.000000,6.587654,6.445729,1777.797146,1738.516141
572.500000,0.000000,6.587654,6.445784,1777.797144,1738.442964
572.750000,0.000000,6.587654,6.445800,1777.797141,1738.421252
573.000000,0.000000,6.587654,6.446690,1777.797139,1737.205614
573.250000,0.000000,6.587654,6.445559,1777.797136,1738.750871
573.500000,0.000000,6.587654,6.445348,1777.797134,1739.036206
573.750000,0.000000,6.587654,6.446655,1777.797131,1737.249490
574.000000,0.000000,6.587654,6.445881,1777.797129,1738.310461
574.250000,0.000000,6.587654,6.445283,1777.797127,1739.123495
574.500000,0.000000,6.587654,6.445139,1777.797124,1739.318843
574.750000,0.000000,6.587654,6.446734,1777.797122,1737.141655
575.000000,0.000000,6.587654,6.446628,1777.797119,1737.287032
575.250000,0.000000,6.587654,6.445834,1777.797117,1738.371936
575.500000,0.000000,6.587654,6.445685,1777.797114,1738.573829
575.750000,0.000000,6.587654,6.446758,1777.797112,1737.107857
576.000000,0.000000,6.587654,6.446978,1777.797110,1736.805879
576.250000,0.000000,6.587654,6.445248,1777.797107,1739.168318
576.500000,0.000000,6.587654,6.446793,1777.797105,1737.059291
576.750000,0.000000,6.587654,6.446403,1777.797102,1737.593242
577.000000,0.000000,6.587654,6.445358,1777.797100,1739.017653
577.250000,0.000000,6.587654,6.446020,1777.797097,1738.115574
577.500000,0.000000,6.587654,6.446798,1777.797095,1737.049595
577.750000,0.000000,6.587654,6.445264,1777.797093,1739.145638
578.000000,0.000000,6.587654,6.446006,1777.797090,1738.136009
578.250000,0.000000,6.587654,6.445318,1777.797088,1739.071491
578.500000,0.000000,6.587654,6.445242,1777.797085,1739.173102
578.750000,0.000000,6.587654,6.445266,1777.797083,1739.139182
579.000000,0.000000,6.587654,6.446762,1777.797080,1737.099806
579.250000,0.000000,6.587654,6.446917,1777.797078,1736.884759
579.500000,0.000000,6.587654,6.445948,1777.797076,1738.213233
579.750000,0.000000,6.587654,6.446419,1777.797073,1737.570407
580.000000,0.000000,6.587654,6.445243,1777.797071,1739.171380
580.250000,0.000000,6.587654,6.446744,1777.797068,1737.120837
580.500000,0.000000,6.587654,6.446074,1777.797066,1738.038113
580.750000,0.000000,6.587654,6.446597,1777.797064,1737.321293
581.000000,0.000000,6.587654,6.446905,1777.797061,1736.898326
581.250000,0.000000,6.587654,6.445360,1777.797059,1739.008505
581.500000,0.000000,6.587654,6.445314,1777.797056,1739.072742
581.750000,0.000000,6.587654,6.445688,1777.797054,1738.563147
582.000000,0.000000,6.587654,6.446630,1777.797051,1737.275876
582.250000,0.000000,6.587654,6.446317,1777.797049,1737.706550
582.500000,0.000000,6.587654,6.446346,1777.797047,1737.667948
582.750000,0.000000,6.587654,6.446376,1777.797044,1737.625811
583.000000,0.000000,6.587654,6.445253,1777.797042,1739.154307
583.250000,0.000000,6.587654,6.445374,1777.797039,1738.989236
583.500000,0.000000,6.587654,6.446540,1777.797037,1737.399461
583.750000,0.000000,6.587654,6.446898,1777.797035,1736.908565
584.000000,0.000000,6.587654,6.446548,1777.797032,1737.390165
584.250000,0.000000,6.587654,6.445288,1777.797030,1739.110134
584.500000,0.000000,6.587654,6.446227,1777.797027,1737.830248
584.750000,0.000000,6.587654,6.445904,1777.797025,1738.272209
585.000000,0.000000,6.587654,6.445179,1777.797022,1739.257168
585.250000,0.000000,6.587654,6.445725,1777.797020,1738.518026
585.500000,0.000000,6.587654,6.445819,1777.797018,1738.389392
585.750000,0.000000,6.587654,6.446324,1777.797015,1737.697405
586.000000,0.000000,6.587654,6.445583,1777.797013,1738.710693
586.250000,0.000000,6.587654,6.445546,1777.797010,1738.761522
586.500000,0.000000,6.587654,6.446375,1777.797008,1737.628449
586.750000,0.000000,6.587654,6.446028,1777.797006,1738.101943
587.000000,0.000000,6.587654,6.446278,1777.797003,1737.760194
587.250000,0.000000,6.587654,6.446100,1777.797001,1738.003194
587.500000,0.000000,6.587654,6.446771,1777.796998,1737.084725
587.750000,0.000000,6.587654,6.446570,1777.796996,1737.359547
588.000000,0.000000,6.587654,6.445247,1777.796994,1739.163015
588.250000,0.000000,6.587654,6.445585,1777.796991,1738.703275
588.500000,0.000000,6.587654,6.445365,1777.796989,1739.000182
588.750000,0.000000,6.587654,6.446348,1777.796986,1737.658874
589.000000,0.000000,6.587654,6.446906,1777.796984,1736.895438
589.250000,0.000000,6.587654,6.445366,1777.796981,1739.001106
589.500000,0.000000,6.587654,6.445958,1777.796979,1738.194451
589.750000,0.000000,6.587654,6.446517,1777.796977,1737.429627
590.000000,0.000000,6.587654,6.446368,1777.796974,1737.632911
590.250000,0.000000,6.587654,6.446706,1777.796972,1737.172213
590.500000,0.000000,6.587654,6.446925,1777.796969,1736.872128
590.750000,0.000000,6.587654,6.445288,1777.796967,1739.108548
591.000000,0.000000,6.587654,6.445714,1777.796965,1738.529441
591.250000,0.000000,6.587654,6.445948,1777.796962,1738.211495
591.500000,0.000000,6.587654,6.445895,1777.796960,1738.282439
591.750000,0.000000,6.587654,6.446954,1777.796957,1736.831292
592.000000,0.000000,6.587654,6.445593,1777.796955,1738.692657
592.250000,0.000000,6.587654,6.446558,1777.796953,1737.374211
592.500000,0.000000,6.587654,6.446954,1777.796950,1736.829454
592.750000,0.000000,6.587654,6.446814,1777.796948,1737.020315
593.000000,0.000000,6.587654,6.446728,1777.796945,1737.139570
593.250000,0.000000,6.587654,6.445540,1777.796943,1738.761456
593.500000,0.000000,6.587654,6.446286,1777.796941,1737.746564
593.750000,0.000000,6.587654,6.445745,1777.796938,1738.485409
594.000000,0.000000,6.587654,6.446170,1777.796936,1737.906328
594.250000,0.000000,6.587654,6.446977,1777.796933,1736.796167
594.500000,0.000000,6.587654,6.445381,1777.796931,1738.979825
594.750000,0.000000,6.587654,6.446196,1777.796929,1737.871807
595.000000,0.000000,6.587654,6.446729,1777.796926,1737.142167
595.250000,0.000000,6.587654,6.446767,1777.796924,1737.088355
595.500000,0.000000,6.587654,6.445891,1777.796921,1738.289205
595.750000,0.000000,6.587654,6.446044,1777.796919,1738.078731
596.000000,0.000000,6.587654,6.445853,1777.796917,1738.340448
596.250000,0.000000,6.587654,6.445548,1777.796914,1738.754260
596.500000,0.000000,6.587654,6.446363,1777.796912,1737.643432
596.750000,0.000000,6.587654,6.446390,1777.796909,1737.604803
597.000000,0.000000,6.587654,6.445848,1777.796907,1738.346769
597.250000,0.000000,6.587654,6.445564,1777.796905,1738.733941
597.500000,0.000000,6.587654,6.446935,1777.796902,1736.857198
597.750000,0.000000,6.587654,6.445673,1777.796900,1738.585593
598.000000,0.000000,6.587654,6.445149,1777.796897,1739.296849
598.250000,0.000000,6.587654,6.445329,1777.796895,1739.052958
598.500000,0.000000,6.587654,6.446356,1777.796893,1737.651692
598.750000,0.000000,6.587654,6.446960,1777.796890,1736.822445
599.000000,0.000000,6.587654,6.446106,1777.796888,1737.995919
599.250000,0.000000,6.587654,6.446374,1777.796885,1737.629488
599.500000,0.000000,6.587654,6.445916,1777.796883,1738.257069
599.750000,0.000000,6.587654,6.445160,1777.796881,1739.282590
600.000000,0.000000,6.587654,6.445539,1777.796878,1738.769466
600.250000,0.000000,6.587654,6.445171,1777.796876,1739.268341
600.500000,0.000000,6.587654,6.445715,1777.796873,1738.530191
600.750000,0.000000,6.587654,6.446896,1777.796871,1736.913251
601.000000,0.000000,6.587654,6.445407,1777.796869,1738.950268
601.250000,0.000000,6.587654,6.446039,1777.796866,1738.089010
601.500000,0.000000,6.587654,6.445717,1777.796864,1738.527302
601.750000,0.000000,6.587654,6.445440,1777.796861,1738.905685
602.000000,0.000000,6.587654,6.445190,1777.796859,1739.242602
602.250000,0.000000,6.587654,6.445189,1777.796857,1739.244112
602.500000,0.000000,6.587654,6.446487,1777.796854,1737.475867
602.750000,0.000000,6.587654,6.445115,1777.796852,1739.343946
603.000000,0.000000,6.587654,6.446355,1777.796849,1737.654450
603.250000,0.000000,6.587654,6.445413,1777.796847,1738.937400
603.500000,0.000000,6.587654,6.446840,1777.796845,1736.986860
603.750000,0.000000,6.587654,6.445821,1777.796842,1738.381929
604.000000,0.000000,6.587654,6.446399,1777.796840,1737.593502
604.250000,0.000000,6.587654,6.446123,1777.796838,1737.971304
604.500000,0.000000,6.587654,6.446206,1777.796835,1737.856234
604.750000,0.000000,6.587654,6.445498,1777.796833,1738.822707
605.000000,0.000000,6.587654,6.446251,1777.796830,1737.794241
605.250000,0.000000,6.587654,6.446574,1777.796828,1737.352656
605.500000,0.000000,6.587654,6.446969,1777.796826,1736.808687
605.750000,0.000000,6.587654,6.445598,1777.796823,1738.683947
606.000000,0.000000,6.587654,6.446322,1777.796821,1737.695411
606.250000,0.000000,6.587654,6.446696,1777.796818,1737.181016
606.500000,0.000000,6.587654,6.446684,1777.796816,1737.198709
606.750000,0.000000,6.587654,6.445385,1777.796814,1738.973908
607.000000,0.000000,6.587654,6.445862,1777.796811,1738.325373
607.250000,0.000000,6.587654,6.445203,1777.796809,1739.222357
607.500000,0.000000,6.587654,6.445260,1777.796806,1739.146045
607.750000,0.000000,6.587654,6.446451,1777.796804,1737.524522
608.000000,0.000000,6.587654,6.446968,1777.796802,1736.813516
608.250000,0.000000,6.587654,6.445553,1777.796799,1738.749409
608.500000,0.000000,6.587654,6.445799,1777.796797,1738.415777
608.750000,0.000000,6.587654,6.446160,1777.796795,1737.923401
609.000000,0.000000,6.587654,6.445694,1777.796792,1738.559637
609.250000,0.000000,6.587654,6.446828,1777.796790,1737.006662
609.500000,0.000000,6.587654,6.446212,1777.796787,1737.853445
609.750000,0.000000,6.587654,6.445731,1777.796785,1738.508816
610.000000,0.000000,6.587654,6.445482,1777.796783,1738.848613
610.250000,0.000000,6.587654,6.446848,1777.796780,1736.978931
610.500000,0.000000,6.587654,6.446160,1777.796778,1737.923391
610.750000,0.000000,6.587654,6.446480,1777.796775,1737.485140
611.000000,0.000000,6.587654,6.446287,1777.796773,1737.750399
611.250000,0.000000,6.587654,6.445460,1777.796771,1738.877884
611.500000,0.000000,6.587654,6.446550,1777.796768,1737.389566
611.750000,0.000000,6.587654,6.445321,1777.796766,1739.067187
612.000000,0.000000,6.587654,6.446444,1777.796764,1737.536288
612.250000,0.000000,6.587654,6.445494,1777.796761,1738.832372
612.500000,0.000000,6.587654,6.446517,1777.796759,1737.437367
612.750000,0.000000,6.587654,6.446981,1777.796756,1736.799856
613.000000,0.000000,6.587654,6.446488,1777.796754,1737.476927
613.250000,0.000000,6.587654,6.446863,1777.796752,1736.962056
613.500000,0.000000,6.587654,6.446744,1777.796749,1737.123360
613.750000,0.000000,6.587654,6.445467,1777.796747,1738.867560
614.000000,0.000000,6.587654,6.446436,1777.796745,1737.547011
614.250000,0.000000,6.587654,6.445681,1777.796742,1738.578176
614.500000,0.000000,6.587654,6.445264,1777.796740,1739.144334
614.750000,0.000000,6.587654,6.445934,1777.796737,1738.234481
615.000000,0.000000,6.587654,6.445919,1777.796735,1738.254683
615.250000,0.000000,6.587654,6.445348,1777.796733,1739.031799
615.500000,0.000000,6.587654,6.445556,1777.796730,1738.748283
615.750000,0.000000,6.587654,6.446548,1777.796728,1737.393797
616.000000,0.000000,6.587654,6.446898,1777.796725,1736.913641
616.250000,0.000000,6.587654,6.445424,1777.796723,1738.928567
616.500000,0.000000,6.587654,6.446834,1777.796721,1737.001079
616.750000,0.000000,6.587654,6.446196,1777.796718,1737.874599
617.000000,0.000000,6.587654,6.445169,1777.796716,1739.273213
617.250000,0.000000,6.587654,6.446697,1777.796714,1737.189279
617.500000,0.000000,6.587654,6.445854,1777.796711,1738.340218
617.750000,0.000000,6.587654,6.446652,1777.796709,1737.248848
618.000000,0.000000,6.587654,6.445302,1777.796706,1739.092464
618.250000,0.000000,6.587654,6.446497,1777.796704,1737.461270
618.500000,0.000000,6.587654,6.446070,1777.796702,1738.043541
618.750000,0.000000,6.587654,6.446985,1777.796699,1736.786961
619.000000,0.000000,6.587654,6.445899,1777.796697,1738.274040
619.250000,0.000000,6.587654,6.446039,1777.796695,1738.085184
619.500000,0.000000,6.587654,6.445765,1777.796692,1738.457839
619.750000,0.000000,6.587654,6.446382,1777.796690,1737.613919
620.000000,0.000000,6.587654,6.446412,1777.796687,1737.574685
620.250000,0.000000,6.587654,6.445380,1777.796685,1738.981938
620.500000,0.000000,6.587654,6.446977,1777.796683,1736.800295
620.750000,0.000000,6.587654,6.445184,1777.796680,1739.248396
621.000000,0.000000,6.587654,6.445364,1777.796678,1739.004665
621.250000,0.000000,6.587654,6.445444,1777.796676,1738.895449
621.500000,0.000000,6.587654,6.445726,1777.796673,1738.513647
621.750000,0.000000,6.587654,6.445645,1777.796671,1738.624154
622.000000,0.000000,6.587654,6.445725,1777.796669,1738.515082
622.250000,0.000000,6.587654,6.446087,1777.796666,1738.021049
622.500000,0.000000,6.587654,6.445675,1777.796664,1738.583430
622.750000,0.000000,6.587654,6.445256,1777.796661,1739.153101
623.000000,0.000000,6.587654,6.446897,1777.796659,1736.911748
623.250000,0.000000,6.587654,6.445499,1777.796657,1738.822945
623.500000,0.000000,6.587654,6.446133,1777.796654,1737.961081
623.750000,0.000000,6.587654,6.446897,1777.796652,1736.910618
624.000000,0.000000,6.587654,6.446227,1777.796650,1737.828636
624.250000,0.000000,6.587654,6.445797,1777.796647,1738.416263
624.500000,0.000000,6.587654,6.446668,1777.796645,1737.225187
624.750000,0.000000,6.587654,6.445185,1777.796642,1739.249487
625.000000,0.000000,6.587654,6.446584,1777.796640,1737.344378
625.250000,0.000000,6.587654,6.446065,1777.796638,1738.055148
625.500000,0.000000,6.587654,6.446952,1777.796635,1736.837384
625.750000,0.000000,6.587654,6.445742,1777.796633,1738.493545
626.000000,0.000000,6.587654,6.445602,1777.796631,1738.684768
626.250000,0.000000,6.587654,6.445638,1777.796628,1738.637122
626.500000,0.000000,6.587654,6.445845,1777.796626,1738.357801
626.750000,0.000000,6.587654,6.446964,1777.796624,1736.822964
627.000000,0.000000,6.587654,6.446213,1777.796621,1737.852875
627.250000,0.000000,6.587654,6.446019,1777.796619,1738.115915
627.500000,0.000000,6.587654,6.445792,1777.796616,1738.426689
627.750000,0.000000,6.587654,6.446790,1777.796614,1737.059391
628.000000,0.000000,6.587654,6.445569,1777.796612,1738.728637
628.250000,0.000000,6.587654,6.445782,1777.796609,1738.439073
628.500000,0.000000,6.587654,6.445638,1777.796607,1738.633973
628.750000,0.000000,6.587654,6.445356,1777.796605,1739.015382
