t,I_batt,Tau_batt,Tau_fgic,C1_batt,C1_fgic
192.500000,2.000000,6.640921,6.641014,1606.952384,1607.809998
192.750000,2.000000,6.640937,6.641153,1607.091283,1609.099202
193.000000,2.000000,6.640953,6.640997,1607.230183,1607.663595
193.250000,2.000000,6.640969,6.641018,1607.369082,1607.849567
193.500000,2.000000,6.640984,6.640953,1607.507981,1607.271504
193.750000,2.000000,6.641000,6.641098,1607.646880,1608.584871
194.000000,2.000000,6.641015,6.640905,1607.785779,1606.850997
194.250000,2.000000,6.641031,6.640940,1607.924678,1607.155713
194.500000,2.000000,6.641046,6.640929,1608.063577,1607.060115
194.750000,2.000000,6.641061,6.641243,1608.202476,1609.980242
195.000000,2.000000,6.641076,6.641052,1608.341375,1608.161541
195.250000,2.000000,6.641091,6.641133,1608.480274,1608.906043
195.500000,2.000000,6.641106,6.641222,1608.619173,1609.764341
195.750000,2.000000,6.641121,6.641212,1608.758072,1609.666393
196.000000,2.000000,6.641136,6.641241,1608.896971,1609.954310
196.250000,2.000000,6.641150,6.641049,1609.035871,1608.129161
196.500000,2.000000,6.641165,6.641198,1609.174770,1609.534187
196.750000,2.000000,6.641179,6.641120,1609.313669,1608.782286
197.000000,2.000000,6.641194,6.641181,1609.452568,1609.367897
197.250000,2.000000,6.641208,6.641306,1609.591467,1610.608196
197.500000,2.000000,6.641222,6.641284,1609.730366,1610.383753
197.750000,2.000000,6.641236,6.641241,1609.869265,1609.957729
198.000000,2.000000,6.641250,6.641405,1610.008164,1611.663043
198.250000,2.000000,6.641264,6.641418,1610.147063,1611.801880
198.500000,2.000000,6.641277,6.641327,1610.285962,1610.827417
198.750000,2.000000,6.641291,6.641213,1610.424861,1609.680757
199.000000,2.000000,6.641305,6.641262,1610.563760,1610.166061
199.250000,2.000000,6.641318,6.641380,1610.702659,1611.384282
199.500000,2.000000,6.641331,6.641298,1610.841558,1610.527366
199.750000,2.000000,6.641345,6.641251,1610.980457,1610.049021
200.000000,2.000000,6.641358,6.641381,1611.119357,1611.401040
200.250000,2.000000,6.641371,6.641262,1611.258256,1610.164482
200.500000,2.000000,6.641384,6.641487,1611.397155,1612.575590
200.750000,2.000000,6.641397,6.641306,1611.536054,1610.605389
201.000000,2.000000,6.641410,6.641448,1611.674953,1612.133334
201.250000,2.000000,6.641422,6.641408,1611.813852,1611.692546
201.500000,2.000000,6.641435,6.641369,1611.952751,1611.271388
201.750000,2.000000,6.641447,6.641347,1612.091650,1611.038076
202.000000,2.000000,6.641460,6.641380,1612.230549,1611.389618
202.250000,2.000000,6.641472,6.641479,1612.369448,1612.472373
202.500000,2.000000,6.641484,6.641610,1612.508347,1614.042715
202.750000,2.000000,6.641496,6.641596,1612.647246,1613.867687
203.000000,2.000000,6.641508,6.641564,1612.786145,1613.466615
203.250000,2.000000,6.641520,6.641430,1612.925044,1611.928207
203.500000,2.000000,6.641532,6.641646,1613.063943,1614.492786
203.750000,2.000000,6.641544,6.641590,1613.202843,1613.786765
204.000000,2.000000,6.641555,6.641535,1613.341742,1613.126310
204.250000,2.000000,6.641567,6.641611,1613.480641,1614.050802
204.500000,2.000000,6.641578,6.641606,1613.619540,1613.992502
204.750000,2.000000,6.641590,6.641608,1613.758439,1614.010072
205.000000,2.000000,6.641601,6.641532,1613.897338,1613.086428
205.250000,2.000000,6.641612,6.641524,1614.036237,1612.996070
205.500000,2.000000,6.641623,6.641685,1614.175136,1615.007549
205.750000,2.000000,6.641634,6.641727,1614.314035,1615.575239
206.000000,2.000000,6.641645,6.641624,1614.452934,1614.215036
206.250000,2.000000,6.641656,6.641742,1614.591833,1615.785996
206.500000,2.000000,6.641666,6.641633,1614.730732,1614.335156
206.750000,2.000000,6.641677,6.641584,1614.869631,1613.715906
207.000000,2.000000,6.641687,6.641745,1615.008530,1615.826693
207.250000,2.000000,6.641698,6.641693,1615.147429,1615.118492
207.500000,2.000000,6.641708,6.641683,1615.286328,1614.984050
207.750000,2.000000,6.641718,6.641821,1615.425227,1616.939528
208.000000,2.000000,6.641728,6.641662,1615.564126,1614.700886
208.250000,2.000000,6.641738,6.641825,1615.703026,1616.996264
208.500000,2.000000,6.641748,6.641651,1615.841925,1614.561811
208.750000,2.000000,6.641758,6.641713,1615.980824,1615.391442
209.000000,2.000000,6.641768,6.641854,1616.119723,1617.453412
209.250000,2.000000,6.641777,6.641893,1616.258622,1618.088765
209.500000,2.000000,6.641787,6.641853,1616.397521,1617.440602
209.750000,2.000000,6.641796,6.641752,1616.536420,1615.924267
210.000000,2.000000,6.641805,6.641893,1616.675319,1618.095724
210.250000,2.000000,6.641815,6.641839,1616.814218,1617.212918
210.500000,2.000000,6.641824,6.641731,1616.953117,1615.638827
210.750000,2.000000,6.641833,6.641917,1617.092016,1618.505630
211.000000,2.000000,6.641842,6.641791,1617.230915,1616.488178
211.250000,2.000000,6.641851,6.641923,1617.369814,1618.602517
211.500000,2.000000,6.641859,6.641833,1617.508713,1617.130666
211.750000,2.000000,6.641868,6.641968,1617.647612,1619.425289
212.000000,2.000000,6.641876,6.641876,1617.786511,1617.813309
212.250000,2.000000,6.641885,6.641823,1617.925410,1616.980448
212.500000,2.000000,6.641893,6.641916,1618.064309,1618.476671
212.750000,2.000000,6.641901,6.641976,1618.203208,1619.575557
213.000000,2.000000,6.641910,6.641842,1618.342107,1617.267070
213.250000,2.000000,6.641918,6.642000,1618.481006,1620.034854
213.500000,2.000000,6.641926,6.641870,1618.619906,1617.705598
213.750000,2.000000,6.641933,6.641863,1618.758805,1617.591638
214.000000,2.000000,6.641941,6.641947,1618.897704,1619.038945
214.250000,2.000000,6.641949,6.641986,1619.036603,1619.762014
214.500000,2.000000,6.641956,6.641992,1619.175502,1619.890161
214.750000,2.000000,6.641964,6.641908,1619.314401,1618.348656
215.000000,2.000000,6.641971,6.641978,1619.453300,1619.604928
215.250000,2.000000,6.641979,6.641907,1619.592199,1618.326419
215.500000,2.000000,6.641986,6.642023,1619.731098,1620.506875
215.750000,2.000000,6.641993,6.642009,1619.869997,1620.229937
216.000000,2.000000,6.642000,6.642001,1620.008896,1620.064429
216.250000,2.000000,6.642007,6.642001,1620.147795,1620.058209
216.500000,2.000000,6.642014,6.642043,1620.286694,1620.937331
216.750000,2.000000,6.642020,6.641946,1620.425593,1619.023923
217.000000,2.000000,6.642027,6.642026,1620.564492,1620.589175
217.250000,2.000000,6.642033,6.642074,1620.703391,1621.662805
217.500000,2.000000,6.642040,6.641982,1620.842290,1619.687039
217.750000,2.000000,6.642046,6.642025,1620.981189,1620.566437
218.000000,2.000000,6.642052,6.642120,1621.120088,1622.840854
218.250000,2.000000,6.642058,6.642004,1621.258987,1620.133082
218.500000,2.000000,6.642065,6.642066,1621.397886,1621.474483
218.750000,2.000000,6.642070,6.642053,1621.536785,1621.171472
219.000000,2.000000,6.642076,6.642076,1621.675684,1621.708460
219.250000,2.000000,6.642082,6.642039,1621.814583,1620.856608
219.500000,2.000000,6.642088,6.642076,1621.953482,1621.696610
219.750000,2.000000,6.642093,6.642104,1622.092381,1622.408523
220.000000,2.000000,6.642099,6.642137,1622.231280,1623.329777
220.250000,2.000000,6.642104,6.642127,1622.370180,1623.031330
220.500000,2.000000,6.642109,6.642164,1622.509079,1624.199282
220.750000,2.000000,6.642114,6.642156,1622.647978,1623.921312
221.000000,2.000000,6.642119,6.642080,1622.786877,1621.808823
221.250000,2.000000,6.642124,6.642066,1622.925776,1621.468961
221.500000,2.000000,6.642129,6.642129,1623.064675,1623.095626
221.750000,2.000000,6.642134,6.642080,1623.203574,1621.794967
222.000000,2.000000,6.642139,6.642118,1623.342473,1622.788941
222.250000,2.000000,6.642143,6.642187,1623.481372,1625.017620
222.500000,2.000000,6.642148,6.642106,1623.620271,1622.457557
222.750000,2.000000,6.642152,6.642125,1623.759170,1622.962881
223.000000,2.000000,6.642157,6.642144,1623.898069,1623.531517
223.250000,2.000000,6.642161,6.642131,1624.036968,1623.159478
223.500000,2.000000,6.642165,6.642145,1624.175867,1623.573310
223.750000,2.000000,6.642169,6.642128,1624.314766,1623.070480
224.000000,2.000000,6.642173,6.642124,1624.453665,1622.955608
224.250000,2.000000,6.642177,6.642194,1624.592564,1625.305290
224.500000,2.000000,6.642180,6.642151,1624.731463,1623.763139
224.750000,2.000000,6.642184,6.642212,1624.870362,1626.137359
225.000000,2.000000,6.642187,6.642194,1625.009261,1625.311300
225.250000,2.000000,6.642191,6.642179,1625.148160,1624.709491
225.500000,2.000000,6.642194,6.642195,1625.287059,1625.373436
225.750000,2.000000,6.642197,6.642162,1625.425958,1624.131599
226.000000,2.000000,6.642200,6.642171,1625.564857,1624.441149
226.250000,2.000000,6.642204,6.642177,1625.703756,1624.662600
226.500000,2.000000,6.642206,6.642207,1625.842655,1625.899565
226.750000,2.000000,6.642209,6.642217,1625.981554,1626.448206
227.000000,2.000000,6.642212,6.642223,1626.120453,1626.793087
227.250000,2.000000,6.642215,6.642185,1626.259352,1624.967610
227.500000,2.000000,6.642217,6.642208,1626.398251,1625.939155
227.750000,2.000000,6.642220,6.642208,1626.537150,1625.954176
228.000000,2.000000,6.642222,6.642228,1626.676049,1627.120228
228.250000,2.000000,6.642224,6.642213,1626.814948,1626.206210
228.500000,2.000000,6.642227,6.642207,1626.953847,1625.883602
228.750000,2.000000,6.642229,6.642221,1627.092746,1626.649205
229.000000,2.000000,6.642231,6.642244,1627.231645,1628.505371
229.250000,2.000000,6.642232,6.642220,1627.370544,1626.587709
229.500000,2.000000,6.642234,6.642231,1627.509443,1627.277092
229.750000,2.000000,6.642236,6.642243,1627.648342,1628.395354
230.000000,2.000000,6.642238,6.642219,1627.787241,1626.522194
230.250000,2.000000,6.642239,6.642243,1627.926140,1628.350103
230.500000,2.000000,6.642240,6.642242,1628.065039,1628.234359
230.750000,2.000000,6.642242,6.642230,1628.203938,1627.242015
231.000000,2.000000,6.642243,6.642248,1628.342837,1629.216040
231.250000,2.000000,6.642244,6.642246,1628.481736,1628.750635
231.500000,2.000000,6.642245,6.642248,1628.620635,1629.305694
231.750000,2.000000,6.642246,6.642237,1628.759534,1627.811295
232.000000,2.000000,6.642247,6.642250,1628.898433,1629.721263
232.250000,2.000000,6.642248,6.642249,1629.037332,1629.354696
232.500000,2.000000,6.642248,6.642249,1629.176231,1629.535231
232.750000,2.000000,6.642249,6.642247,1629.315130,1628.985509
233.000000,2.000000,6.642249,6.642246,1629.454029,1628.810432
233.250000,2.000000,6.642249,6.642249,1629.592928,1630.720653
233.500000,2.000000,6.642250,6.642245,1629.731827,1628.608746
233.750000,2.000000,6.642250,6.642248,1629.870726,1629.275420
234.000000,2.000000,6.642250,6.642250,1630.009625,1630.184750
234.250000,2.000000,6.642250,6.642250,1630.148524,1629.799525
234.500000,2.000000,6.642250,6.642250,1630.287423,1630.161866
234.750000,2.000000,6.642249,6.642250,1630.426323,1630.416378
235.000000,2.000000,6.642249,6.642248,1630.565222,1630.840044
235.250000,2.000000,6.642249,6.642249,1630.704121,1629.413519
235.500000,2.000000,6.642248,6.642250,1630.843020,1630.377742
235.750000,2.000000,6.642248,6.642249,1630.981919,1629.441489
236.000000,2.000000,6.642247,6.642249,1631.120818,1630.768228
236.250000,2.000000,6.642246,6.642243,1631.259717,1631.756280
236.500000,2.000000,6.642245,6.642250,1631.398616,1630.378916
236.750000,2.000000,6.642244,6.642233,1631.537515,1632.679818
237.000000,2.000000,6.642243,6.642225,1631.676414,1633.193255
237.250000,2.000000,6.642242,6.642224,1631.815313,1633.249403
237.500000,2.000000,6.642240,6.642240,1631.954212,1631.997518
237.750000,2.000000,6.642239,6.642228,1632.093111,1632.988198
238.000000,2.000000,6.642238,6.642241,1632.232010,1631.902963
238.250000,2.000000,6.642236,6.642217,1632.370909,1633.677943
238.500000,2.000000,6.642234,6.642233,1632.509808,1632.607219
238.750000,2.000000,6.642232,6.642247,1632.648707,1631.120010
239.000000,2.000000,6.642231,6.642205,1632.787605,1634.300077
239.250000,2.000000,6.642229,6.642243,1632.926504,1631.731647
239.500000,2.000000,6.642227,6.642219,1633.065403,1633.547742
239.750000,2.000000,6.642224,6.642232,1633.204302,1632.690378
240.000000,2.000000,6.642222,6.642206,1633.343201,1634.231625
240.250000,2.000000,6.642220,6.642215,1633.482100,1633.793471
240.500000,2.000000,6.642217,6.642233,1633.620999,1632.608244
240.750000,2.000000,6.642215,6.642192,1633.759898,1634.851677
241.000000,2.000000,6.642212,6.642215,1633.898797,1633.763253
241.250000,2.000000,6.642209,6.642229,1634.037696,1632.927475
241.500000,2.000000,6.642206,6.642222,1634.176595,1633.410453
241.750000,2.000000,6.642204,6.642213,1634.315494,1633.880257
242.000000,2.000000,6.642200,6.642173,1634.454393,1635.578188
242.250000,2.000000,6.642197,6.642218,1634.593292,1633.632539
242.500000,2.000000,6.642194,6.642161,1634.732191,1636.023520
242.750000,2.000000,6.642191,6.642185,1634.871090,1635.127750
243.000000,2.000000,6.642187,6.642203,1635.009989,1634.387139
243.250000,2.000000,6.642184,6.642188,1635.148888,1635.022700
243.500000,2.000000,6.642180,6.642212,1635.287787,1633.960264
243.750000,2.000000,6.642177,6.642171,1635.426686,1635.673880
244.000000,2.000000,6.642173,6.642162,1635.565585,1635.982355
244.250000,2.000000,6.642169,6.642176,1635.704484,1635.486404
244.500000,2.000000,6.642165,6.642130,1635.843383,1636.972687
244.750000,2.000000,6.642161,6.642120,1635.982282,1637.246207
245.000000,2.000000,6.642157,6.642159,1636.121181,1636.087841
245.250000,2.000000,6.642152,6.642186,1636.260080,1635.107544
245.500000,2.000000,6.642148,6.642135,1636.398979,1636.825143
245.750000,2.000000,6.642143,6.642157,1636.537878,1636.129118
246.000000,2.000000,6.642139,6.642166,1636.676777,1635.840501
246.250000,2.000000,6.642134,6.642106,1636.815676,1637.623746
246.500000,2.000000,6.642129,6.642078,1636.954575,1638.348228
246.750000,2.000000,6.642124,6.642096,1637.093474,1637.895950
247.000000,2.000000,6.642119,6.642141,1637.232373,1636.641537
247.250000,2.000000,6.642114,6.642140,1637.371272,1636.668734
247.500000,2.000000,6.642109,6.642165,1637.510171,1635.869073
247.750000,2.000000,6.642104,6.642138,1637.649070,1636.742232
248.000000,2.000000,6.642099,6.642091,1637.787969,1638.007118
248.250000,2.000000,6.642093,6.642128,1637.926868,1637.030148
248.500000,2.000000,6.642088,6.642147,1638.065767,1636.457468
248.750000,2.000000,6.642082,6.642101,1638.204666,1637.766851
249.000000,2.000000,6.642076,6.642080,1638.343565,1638.291349
249.250000,2.000000,6.642070,6.642055,1638.482464,1638.860659
249.500000,2.000000,6.642064,6.642112,1638.621363,1637.459634
249.750000,2.000000,6.642058,6.642000,1638.760262,1640.047316
250.000000,2.000000,6.642052,6.642102,1638.899161,1637.734318
250.250000,2.000000,6.642046,6.642012,1639.038060,1639.796811
250.500000,2.000000,6.642040,6.642067,1639.176959,1638.584149
250.750000,2.000000,6.642033,6.642084,1639.315858,1638.199848
251.000000,2.000000,6.642027,6.641992,1639.454757,1640.201354
251.250000,2.000000,6.642020,6.642070,1639.593656,1638.518531
251.500000,2.000000,6.642014,6.642085,1639.732555,1638.161410
251.750000,2.000000,6.642007,6.641936,1639.871454,1641.246816
252.000000,2.000000,6.642000,6.642019,1640.010353,1639.648132
252.250000,2.000000,6.641993,6.642040,1640.149252,1639.205955
252.500000,2.000000,6.641986,6.642021,1640.288151,1639.620970
252.750000,2.000000,6.641979,6.642037,1640.427050,1639.275521
253.000000,2.000000,6.641971,6.641903,1640.565949,1641.816953
253.250000,2.000000,6.641964,6.642015,1640.704847,1639.736028
253.500000,2.000000,6.641956,6.641975,1640.843746,1640.527861
253.750000,2.000000,6.641949,6.641899,1640.982645,1641.893434
254.000000,2.000000,6.641941,6.642010,1641.121544,1639.849505
254.250000,2.000000,6.641933,6.641973,1641.260443,1640.576854
254.500000,2.000000,6.641926,6.641994,1641.399342,1640.158864
254.750000,2.000000,6.641918,6.641843,1641.538241,1642.797787
255.000000,2.000000,6.641910,6.641825,1641.677140,1643.077174
255.250000,2.000000,6.641901,6.641953,1641.816039,1640.945860
255.500000,2.000000,6.641893,6.641984,1641.954938,1640.348863
255.750000,2.000000,6.641885,6.641815,1642.093837,1643.229568
256.000000,2.000000,6.641876,6.641959,1642.232736,1640.832764
256.250000,2.000000,6.641868,6.641848,1642.371635,1642.729638
256.500000,2.000000,6.641859,6.641770,1642.510534,1643.893198
256.750000,2.000000,6.641851,6.641845,1642.649433,1642.760860
257.000000,2.000000,6.641842,6.641931,1642.788332,1641.343018
257.250000,2.000000,6.641833,6.641803,1642.927231,1643.406419
257.500000,2.000000,6.641824,6.641868,1643.066130,1642.410693
257.750000,2.000000,6.641815,6.641893,1643.205029,1641.991742
258.000000,2.000000,6.641805,6.641713,1643.343928,1644.692957
258.250000,2.000000,6.641796,6.641891,1643.482827,1642.020855
258.500000,2.000000,6.641787,6.641757,1643.621726,1644.077920
258.750000,2.000000,6.641777,6.641771,1643.760625,1643.876327
259.000000,2.000000,6.641768,6.641678,1643.899524,1645.167993
259.250000,2.000000,6.641758,6.641690,1644.038423,1645.008628
259.500000,2.000000,6.641748,6.641811,1644.177322,1643.299047
259.750000,2.000000,6.641738,6.641719,1644.316220,1644.612013
260.000000,2.000000,6.641728,6.641803,1644.455119,1643.411635
260.250000,2.000000,6.641718,6.641767,1644.594018,1643.949511
260.500000,2.000000,6.641708,6.641783,1644.732917,1643.719188
260.750000,2.000000,6.641698,6.641634,1644.871816,1645.749650
261.000000,2.000000,6.641687,6.641730,1645.010715,1644.463731
261.250000,2.000000,6.641677,6.641730,1645.149614,1644.468098
261.500000,2.000000,6.641666,6.641668,1645.288513,1645.297810
261.750000,2.000000,6.641656,6.641745,1645.427412,1644.256091
262.000000,2.000000,6.641645,6.641644,1645.566311,1645.617312
262.250000,2.000000,6.641634,6.641545,1645.705210,1646.831916
262.500000,2.000000,6.641623,6.641727,1645.844109,1644.512912
262.750000,2.000000,6.641612,6.641689,1645.983008,1645.016839
263.000000,2.000000,6.641601,6.641607,1646.121907,1646.080110
263.250000,2.000000,6.641590,6.641716,1646.260806,1644.655339
263.500000,2.000000,6.641578,6.641544,1646.399705,1646.847085
263.750000,2.000000,6.641567,6.641557,1646.538604,1646.697262
264.000000,2.000000,6.641555,6.641589,1646.677503,1646.308491
264.250000,2.000000,6.641544,6.641641,1646.816402,1645.651593
264.500000,2.000000,6.641532,6.641566,1646.955301,1646.581921
264.750000,2.000000,6.641520,6.641594,1647.094199,1646.249860
265.000000,2.000000,6.641508,6.641541,1647.233098,1646.885106
265.250000,2.000000,6.641496,6.641578,1647.371997,1646.434190
265.500000,2.000000,6.641484,6.641385,1647.510896,1648.650020
265.750000,2.000000,6.641472,6.641519,1647.649795,1647.139141
266.000000,2.000000,6.641460,6.641393,1647.788694,1648.558608
266.250000,2.000000,6.641447,6.641368,1647.927593,1648.829762
266.500000,2.000000,6.641435,6.641566,1648.066492,1646.583053
266.750000,2.000000,6.641422,6.641439,1648.205391,1648.059325
267.000000,2.000000,6.641410,6.641576,1648.344290,1646.465593
267.250000,2.000000,6.641397,6.641352,1648.483189,1648.998624
267.500000,2.000000,6.641384,6.641422,1648.622088,1648.245098
267.750000,2.000000,6.641371,6.641441,1648.760987,1648.033999
268.000000,2.000000,6.641358,6.641296,1648.899886,1649.578434
268.250000,2.000000,6.641345,6.641506,1649.038785,1647.296430
268.500000,2.000000,6.641331,6.641230,1649.177684,1650.238284
268.750000,2.000000,6.641318,6.641235,1649.316583,1650.196192
269.000000,2.000000,6.641305,6.641426,1649.455481,1648.199705
269.250000,2.000000,6.641291,6.641327,1649.594380,1649.253001
269.500000,2.000000,6.641277,6.641166,1649.733279,1650.869363
269.750000,2.000000,6.641264,6.641396,1649.872178,1648.527152
270.000000,2.000000,6.641250,6.641416,1650.011077,1648.306086
270.250000,2.000000,6.641236,6.641179,1650.149976,1650.740187
270.500000,2.000000,6.641222,6.641224,1650.288875,1650.305861
270.750000,2.000000,6.641208,6.641375,1650.427774,1648.752479
271.000000,2.000000,6.641194,6.641303,1650.566673,1649.503089
271.250000,2.000000,6.641179,6.641072,1650.705572,1651.748465
271.500000,2.000000,6.641165,6.641144,1650.844471,1651.080824
271.750000,2.000000,6.641150,6.641026,1650.983370,1652.168181
272.000000,2.000000,6.641136,6.641318,1651.122269,1649.348477
272.250000,2.000000,6.641121,6.641206,1651.261168,1650.471867
272.500000,2.000000,6.641106,6.641227,1651.400067,1650.268064
272.750000,2.000000,6.641091,6.641232,1651.538965,1650.219785
273.000000,2.000000,6.641076,6.641118,1651.677864,1651.323776
273.250000,2.000000,6.641061,6.641235,1651.816763,1650.195870
273.500000,2.000000,6.641046,6.641111,1651.955662,1651.386696
273.750000,2.000000,6.641031,6.641134,1652.094561,1651.167887
274.000000,2.000000,6.641015,6.641015,1652.233460,1652.273262
274.250000,2.000000,6.641000,6.641056,1652.372359,1651.895403
274.500000,2.000000,6.640984,6.641075,1652.511258,1651.720580
274.750000,2.000000,6.640969,6.641070,1652.650157,1651.762647
275.000000,2.000000,6.640953,6.641124,1652.789056,1651.259903
275.250000,2.000000,6.640937,6.641078,1652.927955,1651.686961
275.500000,2.000000,6.640921,6.641147,1653.066854,1651.046056
275.750000,2.000000,6.640905,6.641056,1653.205753,1651.898893
276.000000,2.000000,6.640889,6.640767,1653.344652,1654.394449
276.250000,2.000000,6.640872,6.641053,1653.483550,1651.923771
276.500000,2.000000,6.640856,6.640865,1653.622449,1653.579683
276.750000,2.000000,6.640840,6.640858,1653.761348,1653.639833
277.000000,2.000000,6.640823,6.640858,1653.900247,1653.633414
277.250000,2.000000,6.640807,6.640888,1654.039146,1653.384697
277.500000,2.000000,6.640790,6.640881,1654.178045,1653.445604
277.750000,2.000000,6.640773,6.640810,1654.316944,1654.040167
278.000000,2.000000,6.640756,6.640755,1654.455843,1654.492212
278.250000,2.000000,6.640739,6.640874,1654.594742,1653.498776
278.500000,2.000000,6.640722,6.640758,1654.733641,1654.475909
278.750000,2.000000,6.640705,6.640673,1654.872540,1655.160286
279.000000,2.000000,6.640687,6.640656,1655.011439,1655.294617
279.250000,2.000000,6.640670,6.640835,1655.150337,1653.833804
279.500000,2.000000,6.640652,6.640835,1655.289236,1653.830688
279.750000,2.000000,6.640635,6.640637,1655.428135,1655.441197
280.000000,2.000000,6.640617,6.640489,1655.567034,1656.585965
280.250000,2.000000,6.640599,6.640713,1655.705933,1654.842837
280.500000,2.000000,6.640581,6.640820,1655.844832,1653.962628
280.750000,2.000000,6.640563,6.640620,1655.983731,1655.581746
281.000000,2.000000,6.640545,6.640450,1656.122630,1656.880814
281.250000,2.000000,6.640527,6.640561,1656.261529,1656.038247
281.500000,2.000000,6.640509,6.640395,1656.400428,1657.285503
281.750000,2.000000,6.640491,6.640527,1656.539327,1656.294543
282.000000,2.000000,6.640472,6.640337,1656.678226,1657.707450
282.250000,2.000000,6.640454,6.640518,1656.817124,1656.372580
282.500000,2.000000,6.640435,6.640497,1656.956023,1656.528283
282.750000,2.000000,6.640416,6.640637,1657.094922,1655.449867
283.000000,2.000000,6.640397,6.640421,1657.233821,1657.099220
283.250000,2.000000,6.640378,6.640249,1657.372720,1658.340674
283.500000,2.000000,6.640359,6.640477,1657.511619,1656.678874
283.750000,2.000000,6.640340,6.640239,1657.650518,1658.411465
284.000000,2.000000,6.640321,6.640335,1657.789417,1657.723705
284.250000,2.000000,6.640302,6.640495,1657.928316,1656.541328
284.500000,2.000000,6.640282,6.640455,1658.067215,1656.842989
284.750000,2.000000,6.640263,6.640405,1658.206113,1657.213335
285.000000,2.000000,6.640243,6.640150,1658.345012,1659.031384
285.250000,2.000000,6.640223,6.640398,1658.483911,1657.264202
285.500000,2.000000,6.640203,6.640458,1658.622810,1656.814275
285.750000,2.000000,6.640183,6.640031,1658.761709,1659.834652
286.000000,2.000000,6.640163,6.640333,1658.900608,1657.737257
286.250000,2.000000,6.640143,6.640211,1659.039507,1658.602700
286.500000,2.000000,6.640123,6.640229,1659.178406,1658.480902
286.750000,2.000000,6.640103,6.640052,1659.317305,1659.698786
287.000000,2.000000,6.640082,6.640040,1659.456204,1659.774402
287.250000,2.000000,6.640062,6.640108,1659.595103,1659.318494
287.500000,2.000000,6.640041,6.639944,1659.734001,1660.419061
287.750000,2.000000,6.640021,6.640034,1659.872900,1659.816130
288.000000,2.000000,6.640000,6.640206,1660.011799,1658.637480
288.250000,2.000000,6.639979,6.639961,1660.150698,1660.305813
288.500000,2.000000,6.639958,6.639980,1660.289597,1660.175592
288.750000,2.000000,6.639937,6.639845,1660.428496,1661.061890
289.000000,2.000000,6.639916,6.639758,1660.567395,1661.615579
289.250000,2.000000,6.639894,6.639762,1660.706294,1661.592783
289.500000,2.000000,6.639873,6.640069,1660.845193,1659.585295
289.750000,2.000000,6.639852,6.639719,1660.984091,1661.867762
290.000000,2.000000,6.639830,6.639931,1661.122990,1660.504804
290.250000,2.000000,6.639808,6.639968,1661.261889,1660.256443
290.500000,2.000000,6.639787,6.639766,1661.400788,1661.569616
290.750000,2.000000,6.639765,6.640007,1661.539687,1660.002066
291.000000,2.000000,6.639743,6.639742,1661.678586,1661.719438
291.250000,2.000000,6.639721,6.639760,1661.817485,1661.605833
291.500000,2.000000,6.639699,6.639631,1661.956384,1662.415780
291.750000,2.000000,6.639677,6.639544,1662.095283,1662.946590
292.000000,2.000000,6.639654,6.639913,1662.234182,1660.621052
292.250000,2.000000,6.639632,6.639594,1662.373080,1662.644486
292.500000,2.000000,6.639609,6.639928,1662.511979,1660.525561
292.750000,2.000000,6.639587,6.639478,1662.650878,1663.348256
293.000000,2.000000,6.639564,6.639625,1662.789777,1662.451913
293.250000,2.000000,6.639541,6.639829,1662.928676,1661.169991
293.500000,2.000000,6.639518,6.639589,1663.067575,1662.677512
293.750000,2.000000,6.639495,6.639775,1663.206474,1661.514901
294.000000,2.000000,6.639472,6.639625,1663.345373,1662.455998
294.250000,2.000000,6.639449,6.639413,1663.484271,1663.742691
294.500000,2.000000,6.639426,6.639263,1663.623170,1664.622595
294.750000,2.000000,6.639402,6.639323,1663.762069,1664.272557
295.000000,2.000000,6.639379,6.639293,1663.900968,1664.450687
295.250000,2.000000,6.639355,6.639245,1664.039867,1664.728453
295.500000,2.000000,6.639331,6.639394,1664.178766,1663.857090
295.750000,2.000000,6.639308,6.639618,1664.317665,1662.500089
296.000000,2.000000,6.639284,6.639560,1664.456564,1662.859501
296.250000,2.000000,6.639260,6.639416,1664.595463,1663.726667
296.500000,2.000000,6.639236,6.639273,1664.734361,1664.561967
296.750000,2.000000,6.639212,6.639156,1664.873260,1665.234861
297.000000,2.000000,6.639187,6.639114,1665.012159,1665.473654
297.250000,2.000000,6.639163,6.639018,1665.151058,1666.010342
297.500000,2.000000,6.639139,6.639472,1665.289957,1663.390444
297.750000,2.000000,6.639114,6.639136,1665.428856,1665.349121
298.000000,2.000000,6.639089,6.638904,1665.567755,1666.639909
298.250000,2.000000,6.639065,6.638981,1665.706654,1666.213699
298.500000,2.000000,6.639040,6.639277,1665.845552,1664.538519
298.750000,2.000000,6.639015,6.638850,1665.984451,1666.932030
299.000000,2.000000,6.638990,6.639077,1666.123350,1665.680007
299.250000,2.000000,6.638965,6.638943,1666.262249,1666.420703
299.500000,2.000000,6.638939,6.639073,1666.401148,1665.699919
299.750000,2.000000,6.638914,6.638817,1666.540047,1667.112701
300.000000,2.000000,6.638889,6.638900,1666.678946,1666.659541
300.250000,2.000000,6.638863,6.638736,1666.817845,1667.544862
300.500000,2.000000,6.638838,6.638979,1666.956743,1666.229121
300.750000,2.000000,6.638812,6.638727,1667.095642,1667.597879
301.000000,2.000000,6.638786,6.639085,1667.234541,1665.635788
301.250000,2.000000,6.638760,6.638571,1667.373440,1668.417925
